Phoebetria fusca,Endangered
Phoebetria palpebrata,Near Threatened
Thalassarche bulleri,Near Threatened
Thalassarche carteri,Endangered
Thalassarche cauta,Near Threatened
Thalassarche chlororhynchos,Endangered
Thalassarche chrysostoma,Endangered
Thalassarche eremita,Vulnerable
Thalassarche melanophris,Least Concern
Thalassarche salvini,Vulnerable
Oceanites gracilis,Data Deficient
Oceanites oceanicus,Least Concern
Oceanites pincoyae,Data Deficient
Nesofregetta fuliginosa,Endangered
Garrodia nereis,Least Concern
Pelagodroma marina,Least Concern
Fregetta grallaria,Least Concern
Fregetta lineata,Data Deficient
Fregetta maoriana,Critically Endangered
Fregetta tropica,Least Concern
Hydrobates castro,Least Concern
Hydrobates cheimomnestes,Vulnerable
Hydrobates furcatus,Least Concern
Hydrobates homochroa,Endangered
Hydrobates hornbyi,Near Threatened
Hydrobates jabejabe,Least Concern
Hydrobates leucorhous,Vulnerable
Hydrobates macrodactylus,Critically Endangered
Hydrobates markhami,Near Threatened
Hydrobates matsudairae,Vulnerable
Hydrobates melania,Least Concern
Hydrobates microsoma,Least Concern
Hydrobates monorhis,Near Threatened
Hydrobates monteiroi,Vulnerable
Hydrobates pelagicus,Least Concern
Hydrobates socorroensis,Endangered
Hydrobates tethys,Least Concern
Hydrobates tristrami,Least Concern
Pagodroma nivea,Least Concern
Thalassoica antarctica,Least Concern
Daption capense,Least Concern
Macronectes giganteus,Least Concern
Macronectes halli,Least Concern
Fulmarus glacialis,Least Concern
Fulmarus glacialoides,Least Concern
Bulweria bifax,Extinct
Bulweria bulwerii,Least Concern
Bulweria fallax,Near Threatened
Pseudobulweria aterrima,Critically Endangered
Pseudobulweria becki,Critically Endangered
Pseudobulweria macgillivrayi,Critically Endangered
Pseudobulweria rostrata,Near Threatened
Procellaria aequinoctialis,Vulnerable
Procellaria cinerea,Near Threatened
Procellaria conspicillata,Vulnerable
Procellaria parkinsoni,Vulnerable
Procellaria westlandica,Endangered
Calonectris borealis,Least Concern
Calonectris diomedea,Least Concern
Calonectris edwardsii,Near Threatened
Calonectris leucomelas,Near Threatened
Ardenna bulleri,Vulnerable
Ardenna carneipes,Near Threatened
Ardenna creatopus,Vulnerable
Ardenna gravis,Least Concern
Ardenna grisea,Near Threatened
Ardenna pacifica,Least Concern
Ardenna tenuirostris,Least Concern
Puffinus assimilis,Least Concern
Puffinus auricularis,Critically Endangered
Puffinus bailloni,Least Concern
Puffinus bannermani,Endangered
Puffinus baroli,Unknown
Puffinus boydi,Unknown
Puffinus bryani,Critically Endangered
Puffinus elegans,Least Concern
Puffinus gavia,Least Concern
Puffinus heinrothi,Vulnerable
Puffinus huttoni,Endangered
Puffinus lherminieri,Least Concern
Puffinus myrtae,Critically Endangered
Puffinus nativitatis,Least Concern
Puffinus newelli,Critically Endangered
Puffinus opisthomelas,Near Threatened
Puffinus persicus,Least Concern
Puffinus puffinus,Least Concern
Puffinus subalaris,Least Concern
Puffinus yelkouan,Vulnerable
Pelecanoides garnotii,Near Threatened
Pelecanoides georgicus,Least Concern
Pelecanoides magellani,Least Concern
Pelecanoides urinatrix,Least Concern
Halobaena caerulea,Least Concern
Pachyptila belcheri,Least Concern
Pachyptila crassirostris,Least Concern
Pachyptila desolata,Least Concern
Pachyptila macgillivrayi,Critically Endangered
Pachyptila salvini,Least Concern
Pachyptila turtur,Least Concern
Pachyptila vittata,Least Concern
Aphrodroma brevirostris,Least Concern
Pterodroma alba,Vulnerable
Pterodroma arminjoniana,Vulnerable
Pterodroma atrata,Endangered
Pterodroma axillaris,Vulnerable
Pterodroma baraui,Endangered
Pterodroma brevipes,Vulnerable
Pterodroma cahow,Endangered
Pterodroma caribbaea,Critically Endangered
Pterodroma cervicalis,Vulnerable
Pterodroma cookii,Vulnerable
Pterodroma defilippiana,Vulnerable
Pterodroma deserta,Vulnerable
Pterodroma externa,Vulnerable
Pterodroma feae,Near Threatened
Pterodroma gouldi,Least Concern
Pterodroma hasitata,Endangered
Pterodroma heraldica,Least Concern
Pterodroma hypoleuca,Least Concern
Pterodroma incerta,Endangered
Pterodroma inexpectata,Near Threatened
Pterodroma lessonii,Least Concern
Pterodroma leucoptera,Vulnerable
Pterodroma longirostris,Vulnerable
Pterodroma macroptera,Least Concern
Pterodroma madeira,Endangered
Pterodroma magentae,Critically Endangered
Pterodroma mollis,Least Concern
Pterodroma neglecta,Least Concern
Pterodroma nigripennis,Least Concern
Pterodroma phaeopygia,Critically Endangered
Pterodroma pycrofti,Vulnerable
Pterodroma rupinarum,Extinct
Pterodroma sandwichensis,Endangered
Pterodroma solandri,Least Concern
Pterodroma ultima,Least Concern
Anastomus lamelligerus,Least Concern
Anastomus oscitans,Least Concern
Leptoptilos crumenifer,Least Concern
Leptoptilos dubius,Near Threatened
Leptoptilos javanicus,Near Threatened
Mycteria americana,Least Concern
Mycteria cinerea,Endangered
Mycteria ibis,Least Concern
Mycteria leucocephala,Least Concern
Jabiru mycteria,Least Concern
Ephippiorhynchus asiaticus,Near Threatened
Ephippiorhynchus senegalensis,Least Concern
Ciconia abdimii,Least Concern
Ciconia boyciana,Endangered
Ciconia ciconia,Least Concern
Ciconia episcopus,Near Threatened
Ciconia maguari,Least Concern
Ciconia microscelis,Least Concern
Ciconia nigra,Least Concern
Ciconia stormi,Endangered
Fregata andrewsi,Vulnerable
Fregata aquila,Vulnerable
Fregata ariel,Least Concern
Fregata magnificens,Least Concern
Fregata minor,Least Concern
Papasula abbotti,Endangered
Morus bassanus,Least Concern
Morus capensis,Endangered
Morus serrator,Least Concern
Sula brewsteri,Unknown
Sula dactylatra,Least Concern
Sula granti,Least Concern
Sula leucogaster,Least Concern
Sula nebouxii,Least Concern
Sula sula,Least Concern
Sula variegata,Least Concern
Anhinga anhinga,Least Concern
Anhinga melanogaster,Least Concern
Anhinga novaehollandiae,Least Concern
Anhinga rufa,Least Concern
Microcarbo africanus,Least Concern
Microcarbo coronatus,Least Concern
Microcarbo melanoleucos,Least Concern
Microcarbo niger,Least Concern
Microcarbo pygmaeus,Least Concern
Poikilocarbo gaimardi,Near Threatened
Gulosus aristotelis,Least Concern
Nannopterum auritum,Least Concern
Nannopterum brasilianum,Least Concern
Nannopterum harrisi,Vulnerable
Leucocarbo atriceps,Least Concern
Leucocarbo bougainvilliorum,Near Threatened
Leucocarbo campbelli,Vulnerable
Leucocarbo carunculatus,Vulnerable
Leucocarbo chalconotus,Vulnerable
Leucocarbo colensoi,Vulnerable
Leucocarbo magellanicus,Least Concern
Leucocarbo onslowi,Critically Endangered
Leucocarbo ranfurlyi,Vulnerable
Urile pelagicus,Least Concern
Urile penicillatus,Least Concern
Urile perspicillatus,Extinct
Urile urile,Least Concern
Phalacrocorax capensis,Endangered
Phalacrocorax capillatus,Least Concern
Phalacrocorax carbo,Least Concern
Phalacrocorax featherstoni,Endangered
Phalacrocorax fuscescens,Least Concern
Phalacrocorax fuscicollis,Least Concern
Phalacrocorax neglectus,Endangered
Phalacrocorax nigrogularis,Vulnerable
Phalacrocorax punctatus,Least Concern
Phalacrocorax sulcirostris,Least Concern
Phalacrocorax varius,Least Concern
Eudocimus albus,Least Concern
Eudocimus ruber,Least Concern
Theristicus branickii,Near Threatened
Theristicus caerulescens,Least Concern
Theristicus caudatus,Least Concern
Theristicus melanopis,Least Concern
Cercibis oxycerca,Least Concern
Mesembrinibis cayennensis,Least Concern
Phimosus infuscatus,Least Concern
Plegadis chihi,Least Concern
Plegadis falcinellus,Least Concern
Plegadis ridgwayi,Least Concern
Lophotibis cristata,Vulnerable
Bostrychia bocagei,Critically Endangered
Bostrychia carunculata,Least Concern
Bostrychia hagedash,Least Concern
Bostrychia olivacea,Least Concern
Bostrychia rara,Least Concern
Nipponia nippon,Endangered
Geronticus calvus,Near Threatened
Geronticus eremita,Endangered
Pseudibis davisoni,Critically Endangered
Pseudibis gigantea,Critically Endangered
Pseudibis papillosa,Least Concern
Platalea ajaja,Least Concern
Platalea alba,Least Concern
Platalea flavipes,Least Concern
Platalea leucorodia,Least Concern
Platalea minor,Endangered
Platalea regia,Least Concern
Threskiornis aethiopicus,Least Concern
Threskiornis bernieri,Endangered
Threskiornis melanocephalus,Least Concern
Threskiornis molucca,Least Concern
Threskiornis solitarius,Extinct
Threskiornis spinicollis,Least Concern
Balaeniceps rex,Vulnerable
Scopus umbretta,Least Concern
Pelecanus conspicillatus,Least Concern
Pelecanus crispus,Near Threatened
Pelecanus erythrorhynchos,Least Concern
Pelecanus occidentalis,Least Concern
Pelecanus onocrotalus,Least Concern
Pelecanus philippensis,Near Threatened
Pelecanus rufescens,Least Concern
Pelecanus thagus,Near Threatened
Tigriornis leucolopha,Least Concern
Tigrisoma fasciatum,Least Concern
Tigrisoma lineatum,Least Concern
Tigrisoma mexicanum,Least Concern
Cochlearius cochlearius,Least Concern
Agamia agami,Near Threatened
Zebrilus undulatus,Least Concern
Botaurus cinnamomeus,Least Concern
Botaurus dubius,Least Concern
Botaurus eurhythmus,Least Concern
Botaurus exilis,Least Concern
Botaurus flavicollis,Least Concern
Botaurus involucris,Least Concern
Botaurus lentiginosus,Least Concern
Botaurus minutus,Least Concern
Botaurus novaezelandiae,Extinct
Botaurus pinnatus,Least Concern
Botaurus poiciloptilus,Vulnerable
Botaurus sinensis,Least Concern
Botaurus stellaris,Least Concern
Botaurus sturmii,Least Concern
Gorsachius goisagi,Vulnerable
Gorsachius melanolophus,Least Concern
Calherodius leuconotus,Least Concern
Oroanassa magnifica,Endangered
Pilherodius pileatus,Least Concern
Syrigma sibilatrix,Least Concern
Egretta ardesiaca,Least Concern
Egretta caerulea,Least Concern
Egretta eulophotes,Vulnerable
Egretta garzetta,Least Concern
Egretta gularis,Least Concern
Egretta novaehollandiae,Least Concern
Egretta picata,Least Concern
Egretta rufescens,Near Threatened
Egretta sacra,Least Concern
Egretta thula,Least Concern
Egretta tricolor,Least Concern
Egretta vinaceigula,Vulnerable
Nyctanassa carcinocatactes,Extinct
Nyctanassa violacea,Least Concern
Nycticorax caledonicus,Least Concern
Nycticorax duboisi,Extinct
Nycticorax mauritianus,Extinct
Nycticorax megacephalus,Extinct
Nycticorax nycticorax,Least Concern
Nycticorax olsoni,Extinct
Butorides atricapilla,Unknown
Butorides striata,Least Concern
Butorides sundevalli,Unknown
Butorides virescens,Unknown
Zonerodius heliosylus,Near Threatened
Ardeola bacchus,Least Concern
Ardeola grayii,Least Concern
Ardeola idae,Endangered
Ardeola ralloides,Least Concern
Ardeola rufiventris,Least Concern
Ardeola speciosa,Least Concern
Ardea alba,Least Concern
Ardea brachyrhyncha,Least Concern
Ardea cinerea,Least Concern
Ardea cocoi,Least Concern
Ardea coromanda,Least Concern
Ardea goliath,Least Concern
Ardea herodias,Least Concern
Ardea humbloti,Endangered
Ardea ibis,Least Concern
Ardea insignis,Critically Endangered
Ardea intermedia,Least Concern
Ardea melanocephala,Least Concern
Ardea pacifica,Least Concern
Ardea plumifera,Least Concern
Ardea purpurea,Least Concern
Ardea sumatrana,Least Concern
Eurostopodus archboldi,Least Concern
Eurostopodus argus,Least Concern
Eurostopodus diabolicus,Least Concern
Eurostopodus exul,Critically Endangered
Eurostopodus mystacalis,Least Concern
Eurostopodus nigripennis,Vulnerable
Eurostopodus papuensis,Least Concern
Lyncornis macrotis,Least Concern
Lyncornis temminckii,Least Concern
Gactornis enarratus,Least Concern
Lurocalis rufiventris,Least Concern
Lurocalis semitorquatus,Least Concern
Nyctiprogne leucopyga,Least Concern
Nyctiprogne vielliardi,Least Concern
Nyctipolus hirundinaceus,Least Concern
Nyctipolus nigrescens,Least Concern
Nyctidromus albicollis,Least Concern
Nyctidromus anthonyi,Least Concern
Tepuiornis whitelyi,Least Concern
Uropsalis lyra,Least Concern
Uropsalis segmentata,Least Concern
Quechuavis decussata,Least Concern
Setopagis heterura,Least Concern
Setopagis maculosa,Data Deficient
Setopagis parvula,Least Concern
Systellura longirostris,Least Concern
Eleothreptus anomalus,Vulnerable
Eleothreptus candicans,Vulnerable
Antiurus maculicaudus,Least Concern
Hydropsalis cayennensis,Least Concern
Hydropsalis climacocerca,Least Concern
Hydropsalis forcipata,Least Concern
Hydropsalis torquata,Least Concern
Siphonorhis americana,Critically Endangered
Siphonorhis brewsteri,Near Threatened
Nyctiphrynus mcleodii,Least Concern
Nyctiphrynus ocellatus,Least Concern
Nyctiphrynus rosenbergi,Least Concern
Nyctiphrynus yucatanicus,Least Concern
Phalaenoptilus nuttallii,Least Concern
Antrostomus arizonae,Least Concern
Antrostomus badius,Least Concern
Antrostomus carolinensis,Near Threatened
Antrostomus cubanensis,Least Concern
Antrostomus ekmani,Least Concern
Antrostomus noctitherus,Vulnerable
Antrostomus ridgwayi,Least Concern
Antrostomus rufus,Least Concern
Antrostomus salvini,Least Concern
Antrostomus saturatus,Least Concern
Antrostomus sericocaudatus,Least Concern
Antrostomus vociferus,Near Threatened
Chordeiles acutipennis,Least Concern
Chordeiles gundlachii,Least Concern
Chordeiles minor,Least Concern
Chordeiles nacunda,Least Concern
Chordeiles pusillus,Least Concern
Chordeiles rupestris,Least Concern
Veles binotatus,Least Concern
Caprimulgus aegyptius,Least Concern
Caprimulgus affinis,Least Concern
Caprimulgus andamanicus,Least Concern
Caprimulgus asiaticus,Least Concern
Caprimulgus atripennis,Least Concern
Caprimulgus batesi,Least Concern
Caprimulgus celebensis,Least Concern
Caprimulgus clarus,Least Concern
Caprimulgus climacurus,Least Concern
Caprimulgus concretus,Vulnerable
Caprimulgus donaldsoni,Least Concern
Caprimulgus europaeus,Least Concern
Caprimulgus eximius,Least Concern
Caprimulgus fossii,Least Concern
Caprimulgus fraenatus,Least Concern
Caprimulgus griseatus,Unknown
Caprimulgus indicus,Least Concern
Caprimulgus inornatus,Least Concern
Caprimulgus jotaka,Least Concern
Caprimulgus longipennis,Least Concern
Caprimulgus macrurus,Least Concern
Caprimulgus madagascariensis,Least Concern
Caprimulgus mahrattensis,Least Concern
Caprimulgus manillensis,Least Concern
Caprimulgus meesi,Least Concern
Caprimulgus natalensis,Least Concern
Caprimulgus nubicus,Least Concern
Caprimulgus pectoralis,Least Concern
Caprimulgus phalaena,Least Concern
Caprimulgus poliocephalus,Least Concern
Caprimulgus prigoginei,Data Deficient
Caprimulgus pulchellus,Least Concern
Caprimulgus ritae,Unknown
Caprimulgus ruficollis,Near Threatened
Caprimulgus rufigena,Least Concern
Caprimulgus solala,Vulnerable
Caprimulgus stellatus,Least Concern
Caprimulgus tristigma,Least Concern
Caprimulgus vexillarius,Least Concern
Steatornis caripensis,Least Concern
Phyllaemulor bracteatus,Least Concern
Nyctibius aethereus,Least Concern
Nyctibius grandis,Least Concern
Nyctibius griseus,Least Concern
Nyctibius jamaicensis,Least Concern
Nyctibius leucopterus,Least Concern
Nyctibius maculosus,Least Concern
Rigidipenna inexpectata,Near Threatened
Podargus ocellatus,Least Concern
Podargus papuensis,Least Concern
Podargus strigoides,Least Concern
Batrachostomus affinis,Unknown
Batrachostomus auritus,Vulnerable
Batrachostomus chaseni,Unknown
Batrachostomus cornutus,Least Concern
Batrachostomus harterti,Least Concern
Batrachostomus hodgsoni,Least Concern
Batrachostomus javensis,Least Concern
Batrachostomus mixtus,Least Concern
Batrachostomus moniliger,Least Concern
Batrachostomus poliolophus,Least Concern
Batrachostomus septimus,Least Concern
Batrachostomus stellatus,Near Threatened
Aegotheles affinis,Near Threatened
Aegotheles albertisi,Least Concern
Aegotheles bennettii,Least Concern
Aegotheles crinifrons,Least Concern
Aegotheles cristatus,Least Concern
Aegotheles insignis,Least Concern
Aegotheles savesi,Critically Endangered
Aegotheles tatei,Least Concern
Aegotheles terborghi,Unknown
Aegotheles wallacii,Least Concern
Hemiprocne comata,Least Concern
Hemiprocne coronata,Least Concern
Hemiprocne longipennis,Least Concern
Hemiprocne mystacea,Least Concern
Streptoprocne biscutata,Least Concern
Streptoprocne phelpsi,Least Concern
Streptoprocne rutila,Least Concern
Streptoprocne semicollaris,Least Concern
Streptoprocne zonaris,Least Concern
Cypseloides cherriei,Least Concern
Cypseloides cryptus,Least Concern
Cypseloides fumigatus,Least Concern
Cypseloides lemosi,Least Concern
Cypseloides niger,Vulnerable
Cypseloides rothschildi,Least Concern
Cypseloides senex,Least Concern
Cypseloides storeri,Data Deficient
Hirundapus caudacutus,Least Concern
Hirundapus celebensis,Least Concern
Hirundapus cochinchinensis,Least Concern
Hirundapus giganteus,Least Concern
Mearnsia novaeguineae,Least Concern
Mearnsia picina,Near Threatened
Rhaphidura leucopygialis,Least Concern
Rhaphidura sabini,Least Concern
Neafrapus boehmi,Least Concern
Neafrapus cassini,Least Concern
Telacanthura melanopygia,Least Concern
Telacanthura ussheri,Least Concern
Zoonavena grandidieri,Least Concern
Zoonavena sylvatica,Least Concern
Zoonavena thomensis,Least Concern
Chaetura andrei,Vulnerable
Chaetura brachyura,Least Concern
Chaetura chapmani,Least Concern
Chaetura cinereiventris,Least Concern
Chaetura egregia,Least Concern
Chaetura fumosa,Least Concern
Chaetura martinica,Least Concern
Chaetura meridionalis,Least Concern
Chaetura pelagica,Vulnerable
Chaetura spinicaudus,Least Concern
Chaetura vauxi,Least Concern
Aeronautes andecolus,Least Concern
Aeronautes montivagus,Least Concern
Aeronautes saxatalis,Least Concern
Tachornis furcata,Least Concern
Tachornis phoenicobia,Least Concern
Tachornis squamata,Least Concern
Panyptila cayennensis,Least Concern
Panyptila sanctihieronymi,Least Concern
Cypsiurus balasiensis,Least Concern
Cypsiurus gracilis,Least Concern
Cypsiurus parvus,Least Concern
Tachymarptis aequatorialis,Least Concern
Tachymarptis melba,Least Concern
Schoutedenapus myoptilus,Least Concern
Apus acuticauda,Near Threatened
Apus affinis,Least Concern
Apus alexandri,Least Concern
Apus apus,Least Concern
Apus balstoni,Least Concern
Apus barbatus,Least Concern
Apus batesi,Least Concern
Apus berliozi,Least Concern
Apus bradfieldi,Least Concern
Apus caffer,Least Concern
Apus horus,Least Concern
Apus niansae,Least Concern
Apus nipalensis,Least Concern
Apus pacificus,Least Concern
Apus pallidus,Least Concern
Apus unicolor,Least Concern
Collocalia affinis,Unknown
Collocalia dodgei,Unknown
Collocalia esculenta,Least Concern
Collocalia isonota,Unknown
Collocalia linchi,Least Concern
Collocalia marginata,Unknown
Collocalia natalis,Unknown
Collocalia neglecta,Unknown
Collocalia sumbawae,Unknown
Collocalia troglodytes,Least Concern
Collocalia uropygialis,Unknown
Hydrochous gigas,Near Threatened
Aerodramus amelis,Unknown
Aerodramus bartschi,Vulnerable
Aerodramus brevirostris,Least Concern
Aerodramus elaphrus,Vulnerable
Aerodramus francicus,Near Threatened
Aerodramus fuciphagus,Least Concern
Aerodramus hirundinaceus,Least Concern
Aerodramus infuscatus,Least Concern
Aerodramus inquietus,Least Concern
Aerodramus leucophaeus,Least Concern
Aerodramus maximus,Least Concern
Aerodramus mearnsi,Least Concern
Aerodramus nuditarsus,Least Concern
Aerodramus orientalis,Data Deficient
Aerodramus papuensis,Data Deficient
Aerodramus pelewensis,Least Concern
Aerodramus salangana,Least Concern
Aerodramus sawtelli,Vulnerable
Aerodramus spodiopygius,Least Concern
Aerodramus terraereginae,Least Concern
Aerodramus unicolor,Least Concern
Aerodramus vanikorensis,Least Concern
Aerodramus vulcanorum,Least Concern
Aerodramus whiteheadi,Data Deficient
Florisuga fusca,Least Concern
Florisuga mellivora,Least Concern
Topaza pella,Least Concern
Topaza pyra,Least Concern
Eutoxeres aquila,Least Concern
Eutoxeres condamini,Least Concern
Ramphodon naevius,Least Concern
Glaucis aeneus,Least Concern
Glaucis dohrnii,Vulnerable
Glaucis hirsutus,Least Concern
Threnetes leucurus,Least Concern
Threnetes niger,Least Concern
Threnetes ruckeri,Least Concern
Anopetia gounellei,Least Concern
Phaethornis aethopygus,Vulnerable
Phaethornis anthophilus,Least Concern
Phaethornis atrimentalis,Least Concern
Phaethornis augusti,Least Concern
Phaethornis bourcieri,Least Concern
Phaethornis eurynome,Least Concern
Phaethornis griseogularis,Least Concern
Phaethornis guy,Least Concern
Phaethornis hispidus,Least Concern
Phaethornis idaliae,Least Concern
Phaethornis koepckeae,Least Concern
Phaethornis longirostris,Least Concern
Phaethornis longuemareus,Least Concern
Phaethornis malaris,Least Concern
Phaethornis mexicanus,Least Concern
Phaethornis nattereri,Least Concern
Phaethornis philippii,Least Concern
Phaethornis pretrei,Least Concern
Phaethornis ruber,Least Concern
Phaethornis rupurumii,Least Concern
Phaethornis squalidus,Least Concern
Phaethornis striigularis,Least Concern
Phaethornis stuarti,Least Concern
Phaethornis subochraceus,Least Concern
Phaethornis superciliosus,Least Concern
Phaethornis syrmatophorus,Least Concern
Phaethornis yaruqui,Least Concern
Doryfera johannae,Least Concern
Doryfera ludovicae,Least Concern
Schistes albogularis,Least Concern
Schistes geoffroyi,Least Concern
Augastes lumachella,Near Threatened
Augastes scutatus,Least Concern
Colibri coruscans,Least Concern
Colibri cyanotus,Unknown
Colibri delphinae,Least Concern
Colibri serrirostris,Least Concern
Colibri thalassinus,Least Concern
Heliactin bilophus,Least Concern
Androdon aequatorialis,Least Concern
Heliothryx auritus,Least Concern
Heliothryx barroti,Least Concern
Polytmus guainumbi,Least Concern
Polytmus milleri,Least Concern
Polytmus theresiae,Least Concern
Avocettula recurvirostris,Least Concern
Chrysolampis mosquitus,Least Concern
Eulampis holosericeus,Least Concern
Eulampis jugularis,Least Concern
Anthracothorax aurulentus,Least Concern
Anthracothorax dominicus,Least Concern
Anthracothorax mango,Least Concern
Anthracothorax nigricollis,Least Concern
Anthracothorax prevostii,Least Concern
Anthracothorax veraguensis,Least Concern
Anthracothorax viridigula,Least Concern
Anthracothorax viridis,Least Concern
Haplophaedia assimilis,Least Concern
Haplophaedia aureliae,Least Concern
Haplophaedia lugens,Near Threatened
Loddigesia mirabilis,Near Threatened
Eriocnemis aline,Least Concern
Eriocnemis cupreoventris,Least Concern
Eriocnemis derbyi,Least Concern
Eriocnemis glaucopoides,Least Concern
Eriocnemis godini,Critically Endangered
Eriocnemis isabellae,Critically Endangered
Eriocnemis luciani,Least Concern
Eriocnemis mirabilis,Endangered
Eriocnemis mosquera,Least Concern
Eriocnemis nigrivestis,Endangered
Eriocnemis vestita,Least Concern
Lafresnaya lafresnayi,Least Concern
Aglaeactis aliciae,Vulnerable
Aglaeactis castelnaudii,Near Threatened
Aglaeactis cupripennis,Least Concern
Aglaeactis pamela,Least Concern
Coeligena bonapartei,Least Concern
Coeligena coeligena,Least Concern
Coeligena conradii,Least Concern
Coeligena consita,Endangered
Coeligena eos,Least Concern
Coeligena helianthea,Least Concern
Coeligena inca,Least Concern
Coeligena iris,Least Concern
Coeligena lutetiae,Least Concern
Coeligena orina,Endangered
Coeligena phalerata,Near Threatened
Coeligena prunellei,Vulnerable
Coeligena torquata,Least Concern
Coeligena violifer,Least Concern
Coeligena wilsoni,Least Concern
Ensifera ensifera,Least Concern
Pterophanes cyanopterus,Least Concern
Boissonneaua flavescens,Least Concern
Boissonneaua jardini,Least Concern
Boissonneaua matthewsii,Least Concern
Urosticte benjamini,Least Concern
Urosticte ruficrissa,Least Concern
Ocreatus addae,Unknown
Ocreatus peruanus,Unknown
Ocreatus underwoodii,Least Concern
Urochroa bougueri,Least Concern
Urochroa leucura,Least Concern
Hylonympha macrocerca,Endangered
Sternoclyta cyanopectus,Least Concern
Heliodoxa aurescens,Least Concern
Heliodoxa branickii,Least Concern
Heliodoxa gularis,Least Concern
Heliodoxa imperatrix,Least Concern
Heliodoxa jacula,Least Concern
Heliodoxa leadbeateri,Least Concern
Heliodoxa rubinoides,Least Concern
Heliodoxa rubricauda,Least Concern
Heliodoxa schreibersii,Least Concern
Heliodoxa xanthogonys,Least Concern
Sephanoides fernandensis,Critically Endangered
Sephanoides sephaniodes,Least Concern
Discosura conversii,Least Concern
Discosura langsdorffi,Least Concern
Discosura letitiae,Data Deficient
Discosura longicaudus,Least Concern
Discosura popelairii,Least Concern
Lophornis adorabilis,Least Concern
Lophornis brachylophus,Critically Endangered
Lophornis chalybeus,Least Concern
Lophornis delattrei,Least Concern
Lophornis gouldii,Near Threatened
Lophornis helenae,Least Concern
Lophornis magnificus,Least Concern
Lophornis ornatus,Least Concern
Lophornis pavoninus,Least Concern
Lophornis stictolophus,Least Concern
Lophornis verreauxii,Least Concern
Phlogophilus harterti,Least Concern
Phlogophilus hemileucurus,Least Concern
Heliangelus amethysticollis,Least Concern
Heliangelus clarisse,Least Concern
Heliangelus exortis,Least Concern
Heliangelus mavors,Least Concern
Heliangelus micraster,Least Concern
Heliangelus regalis,Near Threatened
Heliangelus spencei,Least Concern
Heliangelus strophianus,Least Concern
Heliangelus viola,Least Concern
Adelomyia melanogenys,Least Concern
Taphrolesbia griseiventris,Endangered
Aglaiocercus berlepschi,Vulnerable
Aglaiocercus coelestis,Least Concern
Aglaiocercus kingii,Least Concern
Sappho sparganurus,Least Concern
Ramphomicron dorsale,Near Threatened
Ramphomicron microrhynchum,Least Concern
Lesbia nuna,Least Concern
Lesbia victoriae,Least Concern
Oreotrochilus adela,Least Concern
Oreotrochilus chimborazo,Least Concern
Oreotrochilus cyanolaemus,Critically Endangered
Oreotrochilus estella,Least Concern
Oreotrochilus leucopleurus,Least Concern
Oreotrochilus melanogaster,Least Concern
Oreotrochilus stolzmanni,Least Concern
Polyonymus caroli,Least Concern
Opisthoprora euryptera,Least Concern
Metallura aeneocauda,Least Concern
Metallura baroni,Vulnerable
Metallura eupogon,Least Concern
Metallura iracunda,Near Threatened
Metallura odomae,Least Concern
Metallura phoebe,Least Concern
Metallura theresiae,Least Concern
Metallura tyrianthina,Least Concern
Metallura williami,Least Concern
Oreonympha nobilis,Least Concern
Oxypogon cyanolaemus,Endangered
Oxypogon guerinii,Least Concern
Oxypogon lindenii,Least Concern
Oxypogon stuebelii,Vulnerable
Chalcostigma herrani,Least Concern
Chalcostigma heteropogon,Least Concern
Chalcostigma olivaceum,Least Concern
Chalcostigma ruficeps,Least Concern
Chalcostigma stanleyi,Least Concern
Patagona gigas,Least Concern
Lampornis amethystinus,Least Concern
Lampornis calolaemus,Least Concern
Lampornis castaneoventris,Least Concern
Lampornis clemenciae,Least Concern
Lampornis hemileucus,Least Concern
Lampornis sybillae,Least Concern
Lampornis viridipallens,Least Concern
Lamprolaima rhami,Least Concern
Eugenes fulgens,Least Concern
Eugenes spectabilis,Least Concern
Panterpe insignis,Least Concern
Heliomaster constantii,Least Concern
Heliomaster furcifer,Least Concern
Heliomaster longirostris,Least Concern
Heliomaster squamosus,Least Concern
Tilmatura dupontii,Least Concern
Calliphlox amethystina,Least Concern
Thaumastura cora,Least Concern
Myrmia micrura,Least Concern
Myrtis fanny,Least Concern
Rhodopis vesper,Least Concern
Eulidia yarrellii,Critically Endangered
Philodice bryantae,Least Concern
Philodice mitchellii,Least Concern
Microstilbon burmeisteri,Least Concern
Chaetocercus astreans,Least Concern
Chaetocercus berlepschi,Vulnerable
Chaetocercus bombus,Near Threatened
Chaetocercus heliodor,Least Concern
Chaetocercus jourdanii,Least Concern
Chaetocercus mulsant,Least Concern
Calothorax lucifer,Least Concern
Calothorax pulcher,Least Concern
Doricha eliza,Near Threatened
Doricha enicura,Least Concern
Archilochus alexandri,Least Concern
Archilochus colubris,Least Concern
Nesophlox evelynae,Least Concern
Nesophlox lyrura,Least Concern
Mellisuga helenae,Near Threatened
Mellisuga minima,Least Concern
Calypte anna,Least Concern
Calypte costae,Least Concern
Selasphorus ardens,Endangered
Selasphorus calliope,Least Concern
Selasphorus ellioti,Least Concern
Selasphorus flammula,Least Concern
Selasphorus heloisa,Least Concern
Selasphorus platycercus,Least Concern
Selasphorus rufus,Near Threatened
Selasphorus sasin,Least Concern
Selasphorus scintilla,Least Concern
Phaeoptila sordida,Least Concern
