Saucerottia cyanura,0,
Saucerottia edward,0,
Saucerottia hoffmanni,2,3-18 Hotel Bougainvillea 6.82%;3-21 Arenal Observatory Lodge 4.58%;3-23 Hotel de Montana Monteverde 29.17%;3-24 Curi-Cancha Refugio de Vida Silvestre 9.88%;3-24 Reserva Bosque Nuboso Monteverde 3.61%;3-25 Cerro Lodge 9.90%;3-26 PN Carara-Entrada principal 14.08%
Saucerottia saucerottei,0,
Saucerottia tobaci,0,
Saucerottia viridigaster,0,
Amazilia boucardi,2,3-25 Tarcoles--Tour en Bote 20.85%
Amazilia luciae,0,
Amazilia rutila,2,3-25 Cerro Lodge 49.53%
Amazilia tzacatl,2,3-18 Hotel Bougainvillea 69.58%;3-19 La Paz Waterfall Gardens 49.18%;3-19 Donde Cope 68.01%;3-19 Tirimbina Rainforest 53.87%;3-20 Estacion Biologica La Selva 49.34%;3-21 Arenal Observatory Lodge 72.85%;3-21 Galeria de Colibriy Soda Cinchona 72.62%;3-22 Arenal Observatory Lodge--access rd 27.14%;3-23 Hotel de Montana Monteverde 16.73%;3-24 Curi-Cancha Refugio de Vida Silvestre 5.04%;3-24 Reserva Bosque Nuboso Monteverde 4.47%;3-25 Cerro Lodge 12.46%;3-25 Tarcoles--Tour en Bote 10.12%;3-26 PN Carara-Entrada principal 36.81%
Amazilia yucatanensis,0,
Amazilis amazilia,0,
Uranomitra franciae,0,
Chrysuronia brevirostris,0,
Chrysuronia coeruleogularis,0,
Chrysuronia goudoti,0,
Chrysuronia grayi,0,
Chrysuronia humboldtii,0,
Chrysuronia leucogaster,0,
Chrysuronia lilliae,0,
Chrysuronia oenone,0,
Chrysuronia versicolor,0,
Leucochloris albicollis,0,
Chionomesa fimbriata,0,
Chionomesa lactea,0,
Hylocharis chrysura,0,
Hylocharis sapphirina,0,
Elliotomyia chionogaster,0,
Elliotomyia viridicauda,0,
Polyerata amabilis,2,3-19 Donde Cope 11.01%;3-20 Estacion Biologica La Selva 13.13%
Polyerata decora,2,3-25 Cerro Lodge 2.93%;3-25 Tarcoles--Tour en Bote 27.70%
Polyerata rosenbergi,0,
Chlorestes candida,0,
Chlorestes cyanus,0,
Chlorestes eliciae,2,3-21 Arenal Observatory Lodge 6.04%;3-26 PN Carara-Entrada principal 11.27%
Chlorestes julie,0,
Chlorestes notata,0,
Ramosomyia violiceps,0,
Ramosomyia viridifrons,0,
Ramosomyia wagneri,0,
Corythaeola cristata,0,
Crinifer concolor,0,
Crinifer leucogaster,0,
Crinifer personatus,0,
Crinifer piscator,0,
Crinifer zonurus,0,
Gallirex johnstoni,0,
Gallirex porphyreolophus,1,2个亚种;-----------------------------------------------------;2019-8-17 新加坡河川动物园;2019-8-19 新加坡裕廊飞禽公园(porphyreolophus)
Menelikornis leucotis,1,2个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园(leucotis)
Menelikornis ruspolii,0,
Tauraco bannermani,0,
Tauraco corythaix,0,
Tauraco erythrolophus,0,
Tauraco fischeri,0,
Tauraco hartlaubi,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Tauraco leucolophus,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Tauraco livingstonii,1,2个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园(reichenowi)
Tauraco macrorhynchus,0,
Tauraco persa,1,3个亚种;-----------------------------------------------------;2019-3 厦门中山公园动物园
Tauraco rossae,0,
Tauraco schalowi,0,
Tauraco schuettii,0,
Tauraco violaceus,1,单型种(全);-----------------------------------------------------;2018-10-7 台北动物园;2019-8-19 新加坡裕廊飞禽公园
Otis tarda,1,2个亚种;-----------------------------------------------------;2018-5-26 北京动物园(dybowskii);
Ardeotis arabs,0,
Ardeotis australis,0,
Ardeotis kori,0,
Ardeotis nigriceps,0,
Chlamydotis macqueenii,1,单型种(全);-----------------------------------------------------;2023-1-12 阿联酋沙迦野生动物中心
Chlamydotis undulata,0,
Neotis denhami,0,
Neotis heuglinii,0,
Neotis ludwigii,0,
Neotis nuba,0,
Eupodotis caerulescens,0,
Eupodotis humilis,0,
Eupodotis rueppelii,0,
Eupodotis senegalensis,0,
Eupodotis vigorsii,0,
Lophotis gindiana,0,
Lophotis ruficrista,0,
Lophotis savilei,0,
Afrotis afra,0,
Afrotis afraoides,0,
Lissotis hartlaubii,0,
Lissotis melanogaster,0,
Houbaropsis bengalensis,0,
Sypheotides indicus,0,
Tetrax tetrax,0,
Guira guira,0,
Crotophaga ani,1,单型种(全);-----------------------------------------------------;2022-12-28 古巴萨帕塔
Crotophaga major,0,
Crotophaga sulcirostris,0,3-18 Hotel Bougainvillea 3.23%;3-19 La Paz Waterfall Gardens 2.62%;3-19 Donde Cope 5.01%;3-19 Tirimbina Rainforest 6.42%;3-20 Estacion Biologica La Selva 8.56%;3-21 Galeria de Colibriy Soda Cinchona 1.44%;3-24 Reserva Bosque Nuboso Monteverde 3.95%;3-25 Cerro Lodge 26.77%;3-25 Tarcoles--Tour en Bote 38.12%;3-26 PN Carara-Entrada principal 10.40%
Tapera naevia,2,3-25 Cerro Lodge 7.33%;3-25 Tarcoles--Tour en Bote 10.12%
Dromococcyx pavoninus,0,
Dromococcyx phasianellus,0,
Morococcyx erythropygus,0,
Geococcyx californianus,0,
Geococcyx velox,0,
Neomorphus geoffroyi,0,
Neomorphus pucheranii,0,
Neomorphus radiolosus,0,
Neomorphus rufipennis,0,
Neomorphus squamiger,0,
Centropus andamanensis,0,
Centropus anselli,0,
Centropus ateralbus,0,
Centropus bengalensis,0,
Centropus bernsteini,0,
Centropus burchellii,0,
Centropus celebensis,0,
Centropus chalybeus,0,
Centropus chlororhynchos,0,
Centropus cupreicaudus,0,
Centropus goliath,0,
Centropus grillii,0,
Centropus leucogaster,0,
Centropus melanops,0,
Centropus menbeki,0,
Centropus milo,0,
Centropus monachus,0,
Centropus nigrorufus,0,
Centropus phasianinus,0,
Centropus rectunguis,0,
Centropus senegalensis,0,
Centropus sinensis,1,6个亚种;-----------------------------------------------------;2017-12 莆田东圳水渠(sinensis);2022-1-18 海南南渡江(intermedius)
Centropus spilopterus,0,
Centropus steerii,0,
Centropus superciliosus,0,
Centropus toulou,0,
Centropus unirufus,0,
Centropus violaceus,0,
Centropus viridis,0,
Carpococcyx radiceus,0,
Carpococcyx renauldi,0,
Carpococcyx viridis,0,
Coua caerulea,0,
Coua coquereli,0,
Coua cristata,0,
Coua cursor,0,
Coua delalandei,0,
Coua gigas,0,
Coua reynaudii,0,
Coua ruficeps,0,
Coua serriana,0,
Coua verreauxi,0,
Rhinortha chlorophaea,0,
Ceuthmochares aereus,0,
Ceuthmochares australis,0,
Taccocua leschenaultii,0,
Zanclostomus javanicus,0,
Rhamphococcyx calyorhynchus,0,
Phaenicophaeus curvirostris,0,
Phaenicophaeus diardi,0,
Phaenicophaeus pyrrhocephalus,0,
Phaenicophaeus sumatranus,0,
Phaenicophaeus tristis,1,2个亚种;-----------------------------------------------------;2022-1-23 海南三亚鹿回头(tristis)
Phaenicophaeus viridirostris,0,
Dasylophus cumingi,0,
Dasylophus superciliosus,0,
Clamator coromandus,1,单型种(全);-----------------------------------------------------;2019-4-27 厦门同安杉际内
Clamator glandarius,0,
Clamator jacobinus,0,
Clamator levaillantii,0,
Coccycua cinerea,0,
Coccycua minuta,0,
Coccycua pumila,0,
Piaya cayana,2,3-18 Hotel Bougainvillea 20.11%;3-19 La Paz Waterfall Gardens 2.61%;3-19 Donde Cope 10.00%;3-19 Tirimbina Rainforest 12.83%;3-20 Estacion Biologica La Selva 36.22%;3-21 Arenal Observatory Lodge 5.36%;3-24 Curi-Cancha Refugio de Vida Silvestre 30.26%;3-24 Reserva Bosque Nuboso Monteverde 5.16%;3-25 Cerro Lodge 12.46%;3-25 Tarcoles--Tour en Bote 3.87%;3-26 PN Carara-Entrada principal 29.03%
Piaya melanogaster,0,
Coccyzus americanus,1,单型种(全);-----------------------------------------------------;2022-6-11 多伦多High park
Coccyzus erythropthalmus,1,单型种(全);-----------------------------------------------------;2022-7-9 多伦多Thompson公园
Coccyzus euleri,0,
Coccyzus ferrugineus,0,
Coccyzus lansbergi,0,
Coccyzus longirostris,0,
Coccyzus melacoryphus,0,
Coccyzus merlini,1,4个亚种;-----------------------------------------------------;2022-12-28 古巴萨帕塔(merlini)
Coccyzus minor,2,3-25 Tarcoles--Tour en Bote 7.74%
Coccyzus pluvialis,0,
Coccyzus rufigularis,0,
Coccyzus vetula,0,
Coccyzus vieilloti,0,
Pachycoccyx audeberti,0,
Microdynamis parva,0,
Eudynamys melanorhynchus,0,
Eudynamys orientalis,0,
Eudynamys scolopaceus,1,5个亚种;-----------------------------------------------------;2018-5 厦门湿地公园(chinensis)
Urodynamis taitensis,0,
Scythrops novaehollandiae,0,
Chrysococcyx basalis,0,
Chrysococcyx caprius,0,
Chrysococcyx cupreus,0,
Chrysococcyx flavigularis,0,
Chrysococcyx klaas,0,
Chrysococcyx lucidus,0,
Chrysococcyx maculatus,0,
Chrysococcyx megarhynchus,0,
Chrysococcyx meyerii,0,
Chrysococcyx minutillus,0,
Chrysococcyx osculans,0,
Chrysococcyx ruficollis,0,
Chrysococcyx xanthorhynchus,0,
Cacomantis aeruginosus,0,
Cacomantis castaneiventris,0,
Cacomantis flabelliformis,0,
Cacomantis leucolophus,0,
Cacomantis merulinus,1,4个亚种;-----------------------------------------------------;2019-5-22 厦门集美大学(querulus);2019-8-18 新加坡巴西立公园(threnodes)
Cacomantis pallidus,0,
Cacomantis passerinus,0,
Cacomantis sepulcralis,0,
Cacomantis sonneratii,0,
Cacomantis variolosus,0,
Cercococcyx mechowi,0,
Cercococcyx montanus,0,
Cercococcyx olivinus,0,
Surniculus dicruroides,0,
Surniculus lugubris,0,
Surniculus musschenbroeki,0,
Surniculus velutinus,0,
Hierococcyx bocki,0,
Hierococcyx fugax,0,
Hierococcyx hyperythrus,0,
Hierococcyx nisicolor,0,
Hierococcyx pectoralis,0,
Hierococcyx sparverioides,1,单型种(全);-----------------------------------------------------;2020-5-26 厦门天竺山
Hierococcyx vagans,0,
Hierococcyx varius,0,
Cuculus canorus,1,4个亚种;-----------------------------------------------------;2020-7-25 拉萨罗布林卡(bakeri)
Cuculus clamosus,0,
Cuculus crassirostris,0,
Cuculus gularis,0,
Cuculus lepidus,0,
Cuculus micropterus,17,2个亚种;-----------------------------------------------------;2021-4-23 杭州西湖(micropterus)
Cuculus optatus,0,
Cuculus poliocephalus,1,单型种(全);-----------------------------------------------------;2021-5-23 厦门小坪山
Cuculus rochii,0,
Cuculus saturatus,0,
Cuculus solitarius,0,
Nannococcyx psix,0,
Mesitornis unicolor,0,
Mesitornis variegatus,0,
Monias benschi,0,
Syrrhaptes paradoxus,0,
Syrrhaptes tibetanus,0,
Pterocles alchata,0,
Pterocles bicinctus,0,
Pterocles burchelli,0,
Pterocles coronatus,0,
Pterocles decoratus,0,
Pterocles exustus,1,5个亚种;-----------------------------------------------------;2023-1-15 阿联酋拉斯海玛(erlangeri)
Pterocles gutturalis,0,
Pterocles indicus,0,
Pterocles lichtensteinii,0,
Pterocles namaqua,0,
Pterocles orientalis,0,
Pterocles personatus,0,
Pterocles quadricinctus,0,
Pterocles senegallus,0,
Columba albinucha,0,
Columba albitorques,0,
Columba argentina,0,
Columba arquatrix,0,
Columba bollii,0,
Columba delegorguei,0,
Columba elphinstonii,0,
Columba eversmanni,0,
Columba guinea,1,2个亚种;-----------------------------------------------------;2019-5-7 香港动植物公园
Columba hodgsonii,1,单型种(全);-----------------------------------------------------;2020-8-2 西藏吉隆镇扎村山路
Columba iriditorques,0,
Columba janthina,0,
Columba jouyi,0,
Columba junoniae,0,
Columba larvata,1,7个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Columba leucomela,0,
Columba leuconota,1,2个亚种;-----------------------------------------------------;2020-8-1 西藏吉隆县(leuconota)
Columba livia,1,9个亚种;-----------------------------------------------------;2019-1-28 新西兰南岛Duntroon(引进种)
Columba malherbii,0,
Columba oenas,0,
Columba oliviae,0,
Columba pallidiceps,0,
Columba palumboides,0,
Columba palumbus,1,5个亚种;-----------------------------------------------------;2023-1-9 阿联酋迪拜(引进种);
Columba pollenii,0,
Columba pulchricollis,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Columba punicea,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Columba rupestris,1,2个亚种;-----------------------------------------------------;2020-7-24 西藏拉萨(turkestanica)
Columba sjostedti,0,
Columba thomensis,0,
Columba torringtoniae,0,
Columba trocaz,0,
Columba unicincta,0,
Columba versicolor,0,
Columba vitiensis,0,
Patagioenas araucana,0,
Patagioenas caribaea,0,
Patagioenas cayennensis,2,3-19 Donde Cope 77.04%;3-19 Tirimbina Rainforest 7.26%;3-20 Estacion Biologica La Selva 9.45%;3-21 Arenal Observatory Lodge 6.83%;3-22 Arenal Observatory Lodge--access rd 12.87%
Patagioenas corensis,0,
Patagioenas fasciata,0,3-19 La Paz Waterfall Gardens 2.17%;3-21 Galeria de Colibriy Soda Cinchona 1.45%;3-23 Hotel de Montana Monteverde 12.50%;3-24 Curi-Cancha Refugio de Vida Silvestre 10.30%;3-24 Reserva Bosque Nuboso Monteverde 10.14%
Patagioenas flavirostris,2,3-18 Hotel Bougainvillea 61.22%;3-19 La Paz Waterfall Gardens 8.27%;3-19 Donde Cope 6.00%;3-19 Tirimbina Rainforest 24.80%;3-20 Estacion Biologica La Selva 7.52%;3-21 Arenal Observatory Lodge 43.98%;3-21 Galeria de Colibriy Soda Cinchona 7.95%;3-22 Arenal Observatory Lodge--access rd 15.71%;3-23 Hotel de Montana Monteverde 54.21%;3-24 Curi-Cancha Refugio de Vida Silvestre 30.06%;3-24 Reserva Bosque Nuboso Monteverde 9.12%;3-25 Cerro Lodge 4.40%;3-25 Tarcoles--Tour en Bote 13.10%
Patagioenas goodsoni,0,
Patagioenas inornata,0,
Patagioenas leucocephala,1,单型种(全);-----------------------------------------------------;2022-12-28 古巴萨帕塔
Patagioenas maculosa,0,
Patagioenas nigrirostris,2,3-18 Hotel Bougainvillea 1.14%;3-19 Donde Cope 5.00%;3-19 Tirimbina Rainforest 18.81%;3-20 Estacion Biologica La Selva 47.80%;3-21 Arenal Observatory Lodge 8.19%;3-22 Arenal Observatory Lodge--access rd 8.57%;3-25 Cerro Lodge 1.83%;3-26 PN Carara-Entrada principal 45.47%
Patagioenas oenops,0,
Patagioenas picazuro,0,
Patagioenas plumbea,0,
Patagioenas speciosa,0,
Patagioenas squamosa,0,
Patagioenas subvinacea,2,3-19 La Paz Waterfall Gardens 6.96%;3-24 Curi-Cancha Refugio de Vida Silvestre 21.85%;3-24 Reserva Bosque Nuboso Monteverde 14.79%;3-28 Savegre Hotel 23.88%
Nesoenas mayeri,0,
Nesoenas picturatus,1,5个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园(picturatus)
Nesoenas rodericanus,0,
Streptopelia bitorquata,0,
Streptopelia capicola,0,
Streptopelia decaocto,1,单型种(全);-----------------------------------------------------;2020-12-14 厦门员筜湖;2021-5-16 宁夏石嘴山市沙湖;2022-12-24 古巴哈瓦那;2023-1-9 阿联酋迪拜
Streptopelia decipiens,0,
Streptopelia dusumieri,0,
Streptopelia hypopyrrha,0,
Streptopelia lugens,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Streptopelia orientalis,1,5个亚种;-----------------------------------------------------;2018-10-7 台湾台北市立动物园附近(orientalis);2019-4-6 福州森林公园(orientalis);2020-7-24 西藏拉萨(agricola)
Streptopelia reichenowi,0,
Streptopelia roseogrisea,0,
Streptopelia semitorquata,0,
Streptopelia tranquebarica,1,2个亚种(全);-----------------------------------------------------;2018-10-1 台湾花莲、金门(humilis);2019-4-14 厦门东埭桥水库(tranquebarica)
Streptopelia turtur,1,4个亚种;-----------------------------------------------------;2023-1-12 阿联酋沙迦野生动物中心
Streptopelia vinacea,0,
Streptopelia xanthocycla,0,
Spilopelia chinensis,1,5个亚种;-----------------------------------------------------;2017-12 厦门前埔(chinensis);2019-1-14 新西兰奥克兰(tigrina);2019-8-17 新加坡;2022-1-18 海南白沙门公园(hainana);
Spilopelia senegalensis,1,5个亚种;-----------------------------------------------------;2023-1-9 阿联酋迪拜(cambayensis)
Macropygia amboinensis,0,
Macropygia cinnamomea,0,
Macropygia doreya,0,
Macropygia emiliana,1,2个亚种;-----------------------------------------------------;2019-5-7 香港公园尤德观鸟园
Macropygia macassariensis,0,
Macropygia mackinlayi,0,
Macropygia magna,0,
Macropygia modiglianii,0,
Macropygia nigrirostris,0,
Macropygia phasianella,0,
Macropygia ruficeps,0,
Macropygia rufipennis,0,
Macropygia tenuirostris,0,
Macropygia timorlaoensis,0,
Macropygia unchall,1,3个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Reinwardtoena browni,0,
Reinwardtoena crassirostris,0,
Reinwardtoena reinwardti,0,
Turacoena manadensis,0,
Turacoena modesta,0,
Turacoena sulaensis,0,
Turtur abyssinicus,0,
Turtur afer,0,
Turtur brehmeri,0,
Turtur chalcospilos,0,
Turtur tympanistria,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Oena capensis,1,2个亚种;-----------------------------------------------------;2023-1-14 阿联酋富查伊拉(capensis)
Chalcophaps indica,1,6个亚种;-----------------------------------------------------;2020-1-13 厦门天竺山(indica)
Chalcophaps longirostris,0,
Chalcophaps stephani,0,
Henicophaps albifrons,0,
Henicophaps foersteri,0,
Phaps chalcoptera,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Phaps elegans,1,2个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Phaps histrionica,0,
Ocyphaps lophotes,1,2个亚种;-----------------------------------------------------;2019-1-14 新西兰奥克兰动物园;2019-8-19 新加坡裕廊飞禽公园
Geophaps plumifera,0,
Geophaps scripta,0,
Geophaps smithii,0,
Trugon terrestris,0,
Leucosarcia melanoleuca,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Petrophassa albipennis,0,
Petrophassa rufipennis,0,
Geopelia cuneata,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Geopelia humeralis,1,4个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Geopelia maugeus,0,
Geopelia placida,0,
Geopelia striata,1,单型种(全);-----------------------------------------------------;2018-10-1 台湾高雄卫武营都会公园;2019-8-17 新加坡
Columbina buckleyi,0,
Columbina cruziana,0,
Columbina cyanopis,0,
Columbina inca,0,3-18 Hotel Bougainvillea 36.78%;3-24 Reserva Bosque Nuboso Monteverde 1.38%;3-25 Cerro Lodge 32.64%;3-25 Tarcoles--Tour en Bote 14.88%;3-26 PN Carara-Entrada principal 15.37%
Columbina minuta,0,
Columbina passerina,1,18个亚种;-----------------------------------------------------;2022-12-24 古巴哈瓦那(insularis)
Columbina picui,0,
Columbina squammata,0,
Columbina talpacoti,2,3-19 Donde Cope 15.00%;3-19 Tirimbina Rainforest 12.41%;3-20 Estacion Biologica La Selva 19.77%;3-21 Galeria de Colibriy Soda Cinchona 2.53%;3-25 Cerro Lodge 26.41%;3-25 Tarcoles--Tour en Bote 32.15%;3-26 PN Carara-Entrada principal 16.90%
Claravis pretiosa,3,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园;;3-20 Estacion Biologica La Selva 6.87%;3-25 Tarcoles--Tour en Bote 4.76%;3-26 PN Carara-Entrada principal 6.07%
Paraclaravis geoffroyi,0,
Paraclaravis mondetoura,0,
Metriopelia aymara,0,
Metriopelia ceciliae,0,
Metriopelia melanoptera,0,
Metriopelia morenoi,0,
Uropelia campestris,0,
Starnoenas cyanocephala,0,zapata swamp
Geotrygon caniceps,17,单型种(全);-----------------------------------------------------;2022-12-28 古巴萨帕塔
Geotrygon chrysia,0,
Geotrygon leucometopia,0,
Geotrygon montana,0,
Geotrygon mystacea,0,
Geotrygon purpurata,0,
Geotrygon saphirina,0,
Geotrygon versicolor,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Geotrygon violacea,0,
Leptotrygon veraguensis,0,
Leptotila battyi,0,
Leptotila cassinii,2,3-20 Estacion Biologica La Selva 19.40%;3-21 Arenal Observatory Lodge 9.27%;3-25 Cerro Lodge 1.84%;3-26 PN Carara-Entrada principal 34.23%
Leptotila conoveri,0,
Leptotila jamaicensis,0,
Leptotila megalura,0,
Leptotila ochraceiventris,0,
Leptotila pallida,0,
Leptotila plumbeiceps,0,
Leptotila rufaxilla,0,
Leptotila verreauxi,2,3-18 Hotel Bougainvillea 23.70%;3-19 Donde Cope 7.00%;3-19 Tirimbina Rainforest 21.38%;3-20 Estacion Biologica La Selva 18.88%;3-21 Arenal Observatory Lodge 21.55%;3-21 Galeria de Colibriy Soda Cinchona 1.44%;3-22 Arenal Observatory Lodge--access rd 4.29%;3-24 Curi-Cancha Refugio de Vida Silvestre 7.78%;3-24 Reserva Bosque Nuboso Monteverde 2.58%;3-25 Cerro Lodge 23.08%;3-25 Tarcoles--Tour en Bote 13.10%;3-26 PN Carara-Entrada principal 39.20%
Leptotila wellsi,0,
Zentrygon albifacies,0,
Zentrygon carrikeri,0,
Zentrygon chiriquensis,2,3-24 Curi-Cancha Refugio de Vida Silvestre 4.63%;3-24 Reserva Bosque Nuboso Monteverde 3.27%
Zentrygon costaricensis,2,3-21 Galeria de Colibriy Soda Cinchona 9.75%;3-24 Reserva Bosque Nuboso Monteverde 8.09%;3-28 Savegre Hotel 3.46%
Zentrygon frenata,0,
Zentrygon goldmani,0,
Zentrygon lawrencii,0,
Zentrygon linearis,0,
Ectopistes migratorius,1,单型种(全);-----------------------------------------------------;2022-6-26 皇家安大略博物馆
Zenaida asiatica,0,3-18 Hotel Bougainvillea 67.66%;3-19 La Paz Waterfall Gardens 6.09%;3-21 Arenal Observatory Lodge 1.66%;3-21 Galeria de Colibriy Soda Cinchona 2.17%;3-22 Arenal Observatory Lodge--access rd 4.29%;3-23 Hotel de Montana Monteverde 8.33%;3-24 Reserva Bosque Nuboso Monteverde 1.38%;3-25 Cerro Lodge 57.93%;3-25 Tarcoles--Tour en Bote 31.56%;3-26 PN Carara-Entrada principal 21.01%
Zenaida auriculata,0,
Zenaida aurita,1,3个亚种;-----------------------------------------------------;2022-12-26 古巴萨帕塔(zenaida)
Zenaida galapagoensis,0,
Zenaida graysoni,0,
Zenaida macroura,1,5个亚种;-----------------------------------------------------;2022-6-11 多伦多High park(carolinensis);2022-12-24 古巴哈瓦那(macroura)
Zenaida meloda,0,
Caloenas maculata,0,
Caloenas nicobarica,1,2个亚种;-----------------------------------------------------;2018-10-7 台北动物园;2019-8-19 新加坡裕廊飞禽公园
Gallicolumba crinigera,1,3个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园(crinigera)
Gallicolumba keayi,0,
Gallicolumba luzonica,1,3个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园(luzonica)
Gallicolumba menagei,0,
Gallicolumba platenae,0,
Gallicolumba rufigula,0,
Gallicolumba tristigmata,1,3个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园(tristigmata)
Pampusana beccarii,0,
Pampusana canifrons,0,
Pampusana erythroptera,0,
Pampusana ferruginea,0,
Pampusana hoedtii,0,
Pampusana jobiensis,0,
Pampusana kubaryi,0,
Pampusana norfolkensis,0,
Pampusana rubescens,0,
Pampusana salamonis,0,
Pampusana sanctaecrucis,0,
Pampusana stairi,0,
Pampusana xanthonura,0,
Microgoura meeki,0,
Otidiphaps nobilis,1,4个亚种;-----------------------------------------------------;2022-7-3 多伦多动物园(nobilis)
Goura cristata,1,单型种(全);-----------------------------------------------------;2018-11-25 上海动物园
Goura scheepmakeri,0,
Goura sclaterii,1,单型种(全);-----------------------------------------------------;2018-5-26 北京动物园
Goura victoria,1,2个亚种;-----------------------------------------------------;2019-5-7 香港公园尤德观鸟园;2019-8-19 新加坡裕廊飞禽公园
Raphus cucullatus,1,单型种(全);-----------------------------------------------------;2022-6-26 皇家安大略博物馆
Pezophaps solitaria,0,
Didunculus strigirostris,0,
Phapitreron amethystinus,0,
Phapitreron brunneiceps,0,
Phapitreron cinereiceps,0,
Phapitreron leucotis,0,
Treron affinis,0,
Treron apicauda,0,
Treron aromaticus,0,
Treron australis,0,
Treron axillaris,0,
Treron bicinctus,0,
Treron calvus,0,
Treron capellei,0,
Treron chloropterus,0,
Treron curvirostra,1,9个亚种;-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Treron floris,0,
Treron formosae,0,
Treron fulvicollis,0,
Treron griseicauda,0,
Treron griveaudi,0,
Treron olax,0,
Treron oxyurus,0,
Treron pembaensis,0,
Treron permagnus,0,
Treron phayrei,0,
Treron phoenicopterus,0,
Treron pompadora,0,
Treron psittaceus,0,
Treron sanctithomae,0,
Treron seimundi,0,
Treron sieboldii,0,
Treron sphenurus,0,
Treron teysmannii,0,
Treron vernans,1,单型种(全);-----------------------------------------------------;2019-8-17 新加坡河川动物园旁水库
Treron waalia,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Ptilinopus alligator,0,
Ptilinopus arcanus,0,
Ptilinopus aurantiifrons,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Ptilinopus bernsteinii,0,
Ptilinopus chalcurus,0,
Ptilinopus chrysogaster,0,
Ptilinopus cinctus,0,
Ptilinopus coralensis,0,
Ptilinopus coronulatus,0,
Ptilinopus dohertyi,0,
Ptilinopus dupetithouarsii,0,
Ptilinopus eugeniae,0,
Ptilinopus fischeri,0,
Ptilinopus granulifrons,0,
Ptilinopus greyi,0,
Ptilinopus gularis,0,
Ptilinopus hernsheimi,0,
Ptilinopus huttoni,0,
Ptilinopus hyogastrus,0,
Ptilinopus insolitus,0,
Ptilinopus insularis,0,
Ptilinopus iozonus,0,
Ptilinopus jambu,1,单型种(全);-----------------------------------------------------;2019-8-19 新加坡裕廊飞禽公园
Ptilinopus layardi,0,
Ptilinopus leclancheri,0,
Ptilinopus luteovirens,0,
Ptilinopus magnificus,0,
Ptilinopus mangoliensis,0,
Ptilinopus marchei,0,
Ptilinopus melanospilus,0,
Ptilinopus mercierii,0,
Ptilinopus merrilli,0,
Ptilinopus monacha,0,
Ptilinopus nainus,0,
Ptilinopus occipitalis,0,
Ptilinopus ornatus,0,
Ptilinopus pelewensis,0,
Ptilinopus perlatus,0,
Ptilinopus perousii,0,
Ptilinopus ponapensis,0,
Ptilinopus porphyraceus,0,
Ptilinopus porphyreus,0,
Ptilinopus pulchellus,0,
Ptilinopus purpuratus,0,
Ptilinopus rarotongensis,0,
Ptilinopus regina,0,
Ptilinopus richardsii,0,
Ptilinopus rivoli,0,
Ptilinopus roseicapilla,0,
Ptilinopus solomonensis,0,
Ptilinopus speciosus,0,
Ptilinopus subgularis,0,
Ptilinopus superbus,0,
Ptilinopus tannensis,0,
Ptilinopus victor,0,
Ptilinopus viridis,0,
Ptilinopus wallacii,0,
Drepanoptila holosericea,0,
Alectroenas madagascariensis,0,
Alectroenas nitidissimus,0,
Alectroenas pulcherrimus,0,
Alectroenas sganzini,0,
Ducula aenea,1,12个亚种;-----------------------------------------------------;2019-5-7 香港公园尤德观鸟园;2019-8-19 新加坡裕廊飞禽公园(paulina)
Ducula aurorae,0,
Ducula badia,17,4个亚种;-----------------------------------------------------;2022-1-20 海南尖峰岭(griseicapilla)
Ducula bakeri,0,
Ducula basilica,0,
