0056	Mergellus albellus	斑头秋沙鸭	Smew	LC	二级
0057	Mergus merganser	普通秋沙鸭	Common Merganser	LC	-
0058	Mergus serrator	红胸秋沙鸭	Red-breasted Merganser	LC	-
0059	Mergus squamatus	中华秋沙鸭	Scaly-sided Merganser	EN	一级
0060	Oxyura leucocephala	白头硬尾鸭	White-headed Duck	EN	一级
2	GALLIFORMES	雉科	Phasianidae (27:64)		
0061	Arborophila torqueola	环颈山鹧鸪	Common Hill Partridge	LC	二级
0062	Arborophila rufipectus	四川山鹧鸪	Sichuan Partridge	EN	一级
0063	Arborophila mandellii	红胸山鹧鸪	Chestnut-breasted Partridge	NT	二级
0064	Arborophila gingica	白眉山鹧鸪	White-necklaced Partridge	NT	二级
0065	Arborophila rufogularis	红喉山鹧鸪	Rufous-throated Partridge	LC	二级
0066	Arborophila ardens	海南山鹧鸪	Hainan Partridge	VU	一级
0067	Arborophila crudigularis	台湾山鹧鸪	Taiwan Partridge	LC	二级
0068	Arborophila atrogularis	白颊山鹧鸪	White-cheeked Partridge	NT	二级
0069	Arborophila brunneopectus	褐胸山鹧鸪	Bar-backed Partridge	LC	二级
0070	Lerwa lerwa	雪鹑	Snow Partridge	LC	-
0071	Ithaginis cruentus	血雉	Blood Pheasant	LC	二级
0072	Tragopan melanocephalus	黑头角雉	Western Tragopan	VU	一级
0073	Tragopan satyra	红胸角雉	Satyr Tragopan	NT	一级
0074	Tragopan blythii	灰腹角雉	Blyth's Tragopan	VU	一级
0075	Tragopan temminckii	红腹角雉	Temminck's Tragopan	LC	二级
0076	Tragopan caboti	黄腹角雉	Cabot's Tragopan	VU	一级
0077	Tetraophasis obscurus	红喉雉鹑	Chestnut-throated Monal Partridge	LC	一级
0078	Tetraophasis szechenyii	黄喉雉鹑	Buff-throated Monal Partridge	LC	一级
0079	Lophophorus impejanus	棕尾虹雉	Himalayan Monal	LC	一级
0080	Lophophorus sclateri	白尾梢虹雉	Sclater's Monal	VU	一级
0081	Lophophorus lhuysii	绿尾虹雉	Chinese Monal	VU	一级
0082	Pucrasia macrolopha	勺鸡	Koklass Pheasant	LC	二级
0083	Tetrastes bonasia	花尾榛鸡	Hazel Grouse	LC	二级
0084	Tetrastes sewerzowi	斑尾榛鸡	Chinese Grouse	NT	一级
0085	Lagopus lagopus	柳雷鸟	Willow Ptarmigan	LC	二级
0086	Lagopus muta	岩雷鸟	Rock Ptarmigan	LC	二级
0087	Falcipennis falcipennis	镰翅鸡	Siberian Grouse	NT	二级
0088	Tetrao urogallus	西方松鸡	Western Capercaillie	LC	二级
0089	Tetrao urogalloides	黑嘴松鸡	Black-billed Capercaillie	LC	一级
0090	Lyrurus tetrix	黑琴鸡	Black Grouse	LC	一级
0091	Perdix hodgsoniae	高原山鹑	Tibetan Partridge	LC	-
0092	Perdix perdix	灰山鹑	Grey Partridge	LC	-
0093	Perdix dauurica	斑翅山鹑	Daurian Partridge	LC	-
0094	Syrmaticus reevesii	白冠长尾雉	Reeves's Pheasant	VU	一级
0095	Syrmaticus mikado	黑长尾雉	Mikado Pheasant	NT	一级
0096	Syrmaticus ellioti	白颈长尾雉	Elliot's Pheasant	NT	一级
0097	Syrmaticus humiae	黑颈长尾雉	Mrs. Hume's Pheasant	NT	一级
0098	Chrysolophus pictus	红腹锦鸡	Golden Pheasant	LC	二级
0099	Chrysolophus amherstiae	白腹锦鸡	Lady Amherst's Pheasant	LC	二级
0100	Phasianus colchicus	雉鸡	Common Pheasant	LC	-
0101	Crossoptilon harmani	藏马鸡	Tibetan Eared Pheasant	NT	二级
0102	Crossoptilon crossoptilon	白马鸡	White Eared Pheasant	NT	二级
0103	Crossoptilon mantchuricum	褐马鸡	Brown Eared Pheasant	VU	一级
0104	Crossoptilon auritum	蓝马鸡	Blue Eared Pheasant	LC	二级
0105	Lophura swinhoii	蓝腹鹇	Swinhoe's Pheasant	NT	一级
0106	Lophura leucomelanos	黑鹇	Kalij Pheasant	LC	二级
0107	Lophura nycthemera	白鹇	Silver Pheasant	LC	二级
0108	Pavo muticus	绿孔雀	Green Peafowl	EN	一级
0109	Tropicoperdix chloropus	绿脚树鹧鸪	Green-legged Partridge	LC	二级
0110	Polyplectron katsumatae	海南孔雀雉	Hainan Peacock Pheasant	EN	一级
0111	Polyplectron bicalcaratum	灰孔雀雉	Grey Peacock Pheasant	LC	一级
0112	Bambusicola fytchii	棕胸竹鸡	Mountain Bamboo Partridge	LC	-
0113	Bambusicola thoracicus	灰胸竹鸡	Chinese Bamboo Partridge	LC	-
0114	Bambusicola sonorivox	台湾竹鸡	Taiwan Bamboo Partridge	LC	-
0115	Gallus gallus	红原鸡	Red Junglefowl	LC	二级
0116	Francolinus pintadeanus	中华鹧鸪	Chinese Francolin	LC	-
0117	Tetraogallus tibetanus	藏雪鸡	Tibetan Snowcock	LC	二级
0118	Tetraogallus altaicus	阿尔泰雪鸡	Altai Snowcock	LC	二级
0119	Tetraogallus himalayensis	暗腹雪鸡	Himalayan Snowcock	LC	二级
0120	Synoicus chinensis	蓝胸鹑	King Quail	LC	-
0121	Coturnix coturnix	西鹌鹑	Common Quail	LC	-
0122	Coturnix japonica	鹌鹑	Japanese Quail	NT	-
0123	Alectoris chukar	石鸡	Chukar Partridge	LC	-
0124	Alectoris magna	大石鸡	Rusty-necklaced Partridge	LC	二级
3	GAVIIFORMES	潜鸟科	Gaviidae (1:4)		
0125	Gavia stellata	红喉潜鸟	Red-throated Loon	LC	-
0126	Gavia arctica	黑喉潜鸟	Black-throated Loon	LC	-
0127	Gavia pacifica	太平洋潜鸟	Pacific Loon	LC	-
0128	Gavia adamsii	黄嘴潜鸟	Yellow-billed Loon	NT	-
4	PROCELLARIIFORMES	洋海燕科	Oceanitidae (1:1)		
0129	Oceanites oceanicus	黄蹼洋海燕	Wilson's Storm Petrel	LC	-
5	PROCELLARIIFORMES	信天翁科	Diomedeidae (1:3)		
0130	Phoebastria immutabilis	黑背信天翁	Laysan Albatross	NT	-
0131	Phoebastria nigripes	黑脚信天翁	Black-footed Albatross	NT	一级
0132	Phoebastria albatrus	短尾信天翁	Short-tailed Albatross	VU	一级
6	PROCELLARIIFORMES	海燕科	Hydrobatidae (1:4)		
0133	Hydrobates monorhis	黑叉尾海燕	Swinhoe's Storm Petrel	NT	-
0134	Hydrobates leucorhous	白腰叉尾海燕	Leach's Storm Petrel	VU	-
0135	Hydrobates tristrami	褐翅叉尾海燕	Tristram's Storm Petrel	LC	-
0136	Hydrobates matsudairae	日本叉尾海燕	Matsudaira's Storm Petrel	VU	-
7	PROCELLARIIFORMES	鹱科	Procellariidae (6:9)		
0137	Fulmarus glacialis	暴雪鹱	Northern Fulmar	LC	-
0138	Pterodroma solandri	棕头圆尾鹱	Providence Petrel	LC	-
0139	Pterodroma heraldica	信使圆尾鹱	Herald Petrel	LC	-
0140	Pterodroma hypoleuca	白额圆尾鹱	Bonin Petrel	LC	-
0141	Pseudobulweria rostrata	钩嘴圆尾鹱	Tahiti Petrel	NT	-
0142	Calonectris leucomelas	白额鹱	Streaked Shearwater	NT	-
0143	Ardenna pacifica	楔尾鹱	Wedge-tailed Shearwater	LC	-
0144	Ardenna grisea	灰鹱	Sooty Shearwater	NT	-
0145	Ardenna tenuirostris	短尾鹱	Short-tailed Shearwater	LC	-
0146	Ardenna carneipes	淡足鹱	Flesh-footed Shearwater	NT	-
0147	Bulweria bulwerii	褐燕鹱	Bulwer's Petrel	LC	-
8	PODICIPEDIFORMES	䴙䴘科	Podicipedidae (2:5)		
0148	Tachybaptus ruficollis	小䴙䴘	Little Grebe	LC	-
0149	Podiceps grisegena	赤颈䴙䴘	Red-necked Grebe	LC	二级
0150	Podiceps cristatus	凤头䴙䴘	Great Crested Grebe	LC	-
0151	Podiceps auritus	角䴙䴘	Horned Grebe	VU	二级
0152	Podiceps nigricollis	黑颈䴙䴘	Black-necked Grebe	LC	二级
9	PHOENICOPTERIFORMES	红鹳科	Phoenicopteridae (1:1)		
0153	Phoenicopterus roseus	大红鹳	Greater Flamingo	LC	-
10	PHAETHONTIFORMES	鹲科	Phaethontidae (1:3)		
0154	Phaethon aethereus	红嘴鹲	Red-billed Tropicbird	LC	-
0155	Phaethon rubricauda	红尾鹲	Red-tailed Tropicbird	LC	-
0156	Phaethon lepturus	白尾鹲	White-tailed Tropicbird	LC	-
11	CICONIIFORMES	鹳科	Ciconiidae (4:7)		
0157	Mycteria leucocephala	彩鹳	Painted Stork	NT	一级
0158	Anastomus oscitans	钳嘴鹳	Asian Openbill	LC	-
0159	Ciconia nigra	黑鹳	Black Stork	LC	一级
0160	Ciconia episcopus	白颈鹳	Asian Woollyneck	NT	-
0161	Ciconia ciconia	白鹳	White Stork	LC	一级
0162	Ciconia boyciana	东方白鹳	Oriental Stork	EN	一级
0163	Leptoptilos javanicus	秃鹳	Lesser Adjutant	VU	二级
12	PELECANIFORMES	鹮科	Threskiornithidae (5:6)		
0164	Threskiornis melanocephalus	黑头白鹮	Black-headed Ibis	NT	一级
0165	Pseudibis davisoni	白肩黑鹮	White-shouldered Ibis	CR	一级
0166	Nipponia nippon	朱鹮	Crested Ibis	EN	一级
0167	Plegadis falcinellus	彩鹮	Glossy Ibis	LC	一级
0168	Platalea leucorodia	白琵鹭	Eurasian Spoonbill	LC	二级
0169	Platalea minor	黑脸琵鹭	Black-faced Spoonbill	EN	一级
13	PELECANIFORMES	鹭科	Ardeidae (10:26)		
0170	Botaurus stellaris	大麻鳽	Great Bittern	LC	-
0171	Ixobrychus minutus	小苇鳽	Little Bittern	LC	二级
0172	Ixobrychus sinensis	黄苇鳽	Yellow Bittern	LC	-
0173	Ixobrychus eurhythmus	紫背苇鳽	Von Schrenck's Bittern	LC	-
0174	Ixobrychus cinnamomeus	栗苇鳽	Cinnamon Bittern	LC	-
0175	Ixobrychus flavicollis	黑鳽	Black Bittern	LC	-
0176	Gorsachius magnificus	海南鳽	White-eared Night Heron	EN	一级
0177	Gorsachius goisagi	栗鳽	Japanese Night Heron	VU	二级
0178	Gorsachius melanolophus	黑冠鳽	Malayan Night Heron	LC	二级
0179	Nycticorax nycticorax	夜鹭	Black-crowned Night Heron	LC	-
0180	Nycticorax caledonicus	棕夜鹭	Nankeen Night Heron	LC	-
0181	Butorides striata	绿鹭	Striated Heron	LC	-
0182	Ardeola grayii	印度池鹭	Indian Pond Heron	LC	-
0183	Ardeola bacchus	池鹭	Chinese Pond Heron	LC	-
0184	Ardeola speciosa	爪哇池鹭	Javan Pond Heron	LC	-
0185	Bubulcus coromandus	牛背鹭	Eastern Cattle Egret	NR	-
0186	Ardea cinerea	苍鹭	Grey Heron	LC	-
0187	Ardea insignis	白腹鹭	White-bellied Heron	CR	一级
0188	Ardea purpurea	草鹭	Purple Heron	LC	-
0189	Ardea alba	大白鹭	Great Egret	LC	-
0190	Ardea intermedia	中白鹭	Intermediate Egret	LC	-
0191	Egretta picata	斑鹭	Pied Heron	LC	-
0192	Egretta novaehollandiae	白脸鹭	White-faced Heron	LC	-
0193	Egretta garzetta	白鹭	Little Egret	LC	-
0194	Egretta sacra	岩鹭	Pacific Reef Heron	LC	二级
0195	Egretta eulophotes	黄嘴白鹭	Chinese Egret	VU	一级
14	PELECANIFORMES	鹈鹕科	Pelecanidae (1:3)		
0196	Pelecanus onocrotalus	白鹈鹕	Great White Pelican	LC	一级
0197	Pelecanus philippensis	斑嘴鹈鹕	Spot-billed Pelican	NT	一级
0198	Pelecanus crispus	卷羽鹈鹕	Dalmatian Pelican	NT	一级
15	SULIFORMES	军舰鸟科	Fregatidae (1:3)		
0199	Fregata andrewsi	白腹军舰鸟	Christmas Island Frigatebird	VU	一级
0200	Fregata minor	黑腹军舰鸟	Great Frigatebird	LC	二级
0201	Fregata ariel	白斑军舰鸟	Lesser Frigatebird	LC	二级
16	SULIFORMES	鲣鸟科	Sulidae (1:3)		
0202	Sula dactylatra	蓝脸鲣鸟	Masked Booby	LC	二级
0203	Sula sula	红脚鲣鸟	Red-footed Booby	LC	二级
0204	Sula leucogaster	褐鲣鸟	Brown Booby	LC	二级
17	SULIFORMES	蛇鹈科	Anhingidae (1:1)		
0205	Anhinga melanogaster	黑腹蛇鹈	Oriental Darter	NT	-
18	SULIFORMES	鸬鹚科	Phalacrocoracidae (2:6)		
0206	Microcarbo pygmaeus	侏鸬鹚	Pygmy Cormorant	LC	-
0207	Microcarbo niger	黑颈鸬鹚	Little Cormorant	LC	二级
0208	Urile urile	红脸鸬鹚	Red-faced Cormorant	LC	-
0209	Urile pelagicus	海鸬鹚	Pelagic Cormorant	LC	二级
0210	Phalacrocorax capillatus	暗绿背鸬鹚	Japanese Cormorant	LC	-
0211	Phalacrocorax carbo	普通鸬鹚	Great Cormorant	LC	-
19	ACCIPITRIFORMES	鹗科	Pandionidae (1:1)		
0212	Pandion haliaetus	鹗	Osprey	LC	二级
20	ACCIPITRIFORMES	鹰科	Accipitridae (23:54)		
0213	Elanus caeruleus	黑翅鸢	Black-winged Kite	LC	二级
0214	Gypaetus barbatus	胡兀鹫	Lammergeier	NT	一级
0215	Neophron percnopterus	白兀鹫	Egyptian Vulture	EN	二级
0216	Pernis apivorus	鹃头蜂鹰	European Honey Buzzard	LC	二级
0217	Pernis ptilorhynchus	凤头蜂鹰	Crested Honey-buzzard	LC	二级
0218	Aviceda jerdoni	褐冠鹃隼	Jerdon's Baza	LC	二级
0219	Aviceda leuphotes	黑冠鹃隼	Black Baza	LC	二级
0220	Gyps bengalensis	白背兀鹫	White-rumped Vulture	CR	一级
0221	Gyps tenuirostris	细嘴兀鹫	Slender-billed Vulture	CR	-
0222	Gyps himalayensis	高山兀鹫	Himalayan Vulture	NT	二级
0223	Gyps fulvus	兀鹫	Griffon Vulture	LC	二级
0224	Sarcogyps calvus	黑兀鹫	Red-headed Vulture	CR	一级
0225	Aegypius monachus	秃鹫	Cinereous Vulture	NT	一级
0226	Spilornis cheela	蛇雕	Crested Serpent Eagle	LC	二级
0227	Circaetus gallicus	短趾雕	Short-toed Snake Eagle	LC	二级
0228	Nisaetus cirrhatus	凤头鹰雕	Changeable Hawk-Eagle	LC	二级
0229	Nisaetus nipalensis	鹰雕	Mountain Hawk-Eagle	NT	二级
0230	Lophotriorchis kienerii	棕腹隼雕	Rufous-bellied Eagle	NT	二级
0231	Ictinaetus malaiensis	林雕	Black Eagle	LC	二级
0232	Clanga clanga	乌雕	Greater Spotted Eagle	VU	一级
0233	Hieraaetus pennatus	靴隼雕	Booted Eagle	LC	二级
0234	Aquila nipalensis	草原雕	Steppe Eagle	EN	一级
0235	Aquila heliaca	白肩雕	Eastern Imperial Eagle	VU	一级
0236	Aquila chrysaetos	金雕	Golden Eagle	LC	一级
0237	Aquila fasciata	白腹隼雕	Bonelli's Eagle	LC	二级
0238	Accipiter trivirgatus	凤头鹰	Crested Goshawk	LC	二级
0239	Accipiter badius	褐耳鹰	Shikra	LC	二级
0240	Accipiter soloensis	赤腹鹰	Chinese Sparrowhawk	LC	二级
0241	Accipiter gularis	日本松雀鹰	Japanese Sparrowhawk	LC	二级
0242	Accipiter virgatus	松雀鹰	Besra	LC	二级
0243	Accipiter nisus	雀鹰	Eurasian Sparrowhawk	LC	二级
0244	Accipiter gentilis	苍鹰	Northern Goshawk	LC	二级
0245	Circus aeruginosus	白头鹞	Western Marsh Harrier	LC	二级
0246	Circus spilonotus	白腹鹞	Eastern Marsh Harrier	LC	二级
0247	Circus cyaneus	白尾鹞	Hen Harrier	LC	二级
0248	Circus macrourus	草原鹞	Pallid Harrier	NT	二级
0249	Circus melanoleucos	鹊鹞	Pied Harrier	LC	二级
0250	Circus pygargus	乌灰鹞	Montagu's Harrier	LC	二级
0251	Milvus migrans	黑鸢	Black Kite	LC	二级
0252	Haliastur indus	栗鸢	Brahminy Kite	LC	二级
0253	Haliaeetus leucogaster	白腹海雕	White-bellied Sea Eagle	LC	一级
0254	Haliaeetus leucoryphus	玉带海雕	Pallas's Fish Eagle	EN	一级
0255	Haliaeetus albicilla	白尾海雕	White-tailed Eagle	LC	一级
0256	Haliaeetus pelagicus	虎头海雕	Steller's Sea Eagle	VU	一级
0257	Haliaeetus humilis	渔雕	Lesser Fish Eagle	NT	二级
0258	Butastur teesa	白眼鵟鹰	White-eyed Buzzard	LC	二级
0259	Butastur liventer	棕翅鵟鹰	Rufous-winged Buzzard	LC	二级
0260	Butastur indicus	灰脸鵟鹰	Grey-faced Buzzard	LC	二级
0261	Buteo lagopus	毛脚鵟	Rough-legged Buzzard	LC	二级
0262	Buteo hemilasius	大鵟	Upland Buzzard	LC	二级
0263	Buteo japonicus	普通鵟	Eastern Buzzard	LC	二级
0264	Buteo refectus	喜山鵟	Himalayan Buzzard	LC	二级
0265	Buteo rufinus	棕尾鵟	Long-legged Buzzard	LC	二级
0266	Buteo buteo	欧亚鵟	Common Buzzard	LC	二级
21	OTIDIFORMES	鸨科	Otididae (3:3)		
0267	Otis tarda	大鸨	Great Bustard	VU	一级
0268	Chlamydotis macqueenii	波斑鸨	Macqueen's Bustard	VU	一级
0269	Tetrax tetrax	小鸨	Little Bustard	NT	一级
22	GRUIFORMES	秧鸡科	Rallidae (11:21)		
0270	Rallus aquaticus	西方秧鸡	Water Rail	LC	-
0271	Rallus indicus	普通秧鸡	Brown-cheeked Rail	LC	-
0272	Crex crex	长脚秧鸡	Corn Crake	LC	二级
0273	Lewinia striata	灰胸秧鸡	Slaty-breasted Rail	LC	-
0274	Porzana porzana	斑胸田鸡	Spotted Crake	LC	-
0275	Gallinula chloropus	黑水鸡	Common Moorhen	LC	-
0276	Fulica atra	白骨顶	Eurasian Coot	LC	-
0277	Porphyrio poliocephalus	紫水鸡	Grey-headed Swamphen	NR	二级
0278	Porphyrio indicus	黑背紫水鸡	Black-backed Swamphen	NR	-
0279	Coturnicops exquisitus	花田鸡	Swinhoe's Rail	VU	二级
0280	Zapornia paykullii	斑胁田鸡	Band-bellied Crake	NT	二级
0281	Zapornia bicolor	棕背田鸡	Black-tailed Crake	LC	二级
0282	Zapornia akool	红脚田鸡	Brown Crake	LC	-
0283	Zapornia pusilla	小田鸡	Baillon's Crake	LC	-
0284	Zapornia parva	姬田鸡	Little Crake	LC	二级
0285	Zapornia fusca	红胸田鸡	Ruddy-breasted Crake	LC	-
0286	Rallina eurizonoides	白喉斑秧鸡	Slaty-legged Crake	LC	-
0287	Rallina fasciata	红腿斑秧鸡	Red-legged Crake	LC	-
0288	Poliolimnas cinereus	白眉田鸡	White-browed Crake	LC	-
0289	Gallicrex cinerea	董鸡	Watercock	LC	-
0290	Amaurornis phoenicurus	白胸苦恶鸟	White-breasted Waterhen	LC	-
23	GRUIFORMES	鹤科	Gruidae (3:9)		
0291	Leucogeranus leucogeranus	白鹤	Siberian Crane	CR	一级
0292	Antigone canadensis	沙丘鹤	Sandhill Crane	LC	二级
0293	Antigone vipio	白枕鹤	White-naped Crane	VU	一级
0294	Antigone antigone	赤颈鹤	Sarus Crane	VU	一级
0295	Grus virgo	蓑羽鹤	Demoiselle Crane	LC	二级
0296	Grus japonensis	丹顶鹤	Red-crowned Crane	VU	一级
0297	Grus grus	灰鹤	Common Crane	LC	二级
0298	Grus monacha	白头鹤	Hooded Crane	VU	一级
0299	Grus nigricollis	黑颈鹤	Black-necked Crane	NT	一级
24	CHARADRIIFORMES	三趾鹑科	Turnicidae (1:3)		
0300	Turnix sylvaticus	林三趾鹑	Common Buttonquail	LC	-
0301	Turnix tanki	黄脚三趾鹑	Yellow-legged Buttonquail	LC	-
0302	Turnix suscitator	棕三趾鹑	Barred Buttonquail	LC	-
25	CHARADRIIFORMES	石鸻科	Burhinidae (2:2)		
0303	Burhinus oedicnemus	石鸻	Eurasian Thick-knee	LC	-
0304	Esacus recurvirostris	大石鸻	Great Thick-knee	NT	二级
26	CHARADRIIFORMES	蛎鹬科	Haematopodidae (1:1)		
0305	Haematopus ostralegus	蛎鹬	Eurasian Oystercatcher	NT	-
27	CHARADRIIFORMES	鹮嘴鹬科	Ibidorhynchidae (1:1)		
0306	Ibidorhyncha struthersii	鹮嘴鹬	Ibisbill	LC	二级
28	CHARADRIIFORMES	反嘴鹬科	Recurvirostridae (2:2)		
0307	Himantopus himantopus	黑翅长脚鹬	Black-winged Stilt	LC	-
0308	Recurvirostra avosetta	反嘴鹬	Pied Avocet	LC	-
29	CHARADRIIFORMES	鸻科	Charadriidae (3:20)		
0309	Vanellus vanellus	凤头麦鸡	Northern Lapwing	NT	-
0310	Vanellus duvaucelii	距翅麦鸡	River Lapwing	NT	-
0311	Vanellus cinereus	灰头麦鸡	Grey-headed Lapwing	LC	-
0312	Vanellus indicus	肉垂麦鸡	Red-wattled Lapwing	LC	-
0313	Vanellus gregarius	黄颊麦鸡	Sociable Lapwing	CR	二级
0314	Vanellus leucurus	白尾麦鸡	White-tailed Lapwing	LC	-
0315	Pluvialis apricaria	欧金鸻	European Golden Plover	LC	-
0316	Pluvialis fulva	金斑鸻	Pacific Golden Plover	LC	-
0317	Pluvialis dominica	美洲金鸻	American Golden Plover	LC	-
0318	Pluvialis squatarola	灰斑鸻	Grey Plover	LC	-
0319	Charadrius hiaticula	剑鸻	Common Ringed Plover	LC	-
0320	Charadrius placidus	长嘴剑鸻	Long-billed Plover	LC	-
0321	Charadrius dubius	金眶鸻	Little Ringed Plover	LC	-
0322	Charadrius alexandrinus	环颈鸻	Kentish Plover	LC	-
0323	Charadrius dealbatus	白脸鸻	White-faced Plover	DD	-
0324	Charadrius mongolus	蒙古沙鸻	Siberian Sand Plover	LC	-
0325	Charadrius atrifrons	青藏沙鸻	Tibetan Sand Plover	NR	-
0326	Charadrius leschenaultii	铁嘴沙鸻	Greater Sand Plover	LC	-
0327	Charadrius asiaticus	红胸鸻	Caspian Plover	LC	-
0328	Charadrius veredus	东方鸻	Oriental Plover	LC	-
0329	Charadrius morinellus	小嘴鸻	Eurasian Dotterel	LC	-
30	CHARADRIIFORMES	彩鹬科	Rostratulidae (1:1)		
0330	Rostratula benghalensis	彩鹬	Greater Painted Snipe	LC	-
31	CHARADRIIFORMES	水雉科	Jacanidae (2:2)		
0331	Hydrophasianus chirurgus	水雉	Pheasant-tailed Jacana	LC	二级
0332	Metopidius indicus	铜翅水雉	Bronze-winged Jacana	LC	二级
32	CHARADRIIFORMES	丘鹬科	Scolopacidae (12:50)		
0333	Numenius phaeopus	中杓鹬	Eurasian Whimbrel	LC	-
0334	Numenius minutus	小杓鹬	Little Curlew	LC	二级
0335	Numenius madagascariensis	大杓鹬	Eastern Curlew	EN	二级
0336	Numenius arquata	白腰杓鹬	Eurasian Curlew	NT	二级
0337	Limosa lapponica	斑尾塍鹬	Bar-tailed Godwit	NT	-
0338	Limosa limosa	黑尾塍鹬	Black-tailed Godwit	NT	-
0339	Arenaria interpres	翻石鹬	Ruddy Turnstone	LC	二级
0340	Calidris tenuirostris	大滨鹬	Great Knot	EN	二级
0341	Calidris canutus	红腹滨鹬	Red Knot	NT	-
0342	Calidris pugnax	流苏鹬	Ruff	LC	-
0343	Calidris falcinellus	阔嘴鹬	Broad-billed Sandpiper	LC	二级
0344	Calidris acuminata	尖尾滨鹬	Sharp-tailed Sandpiper	VU	-
0345	Calidris himantopus	高跷鹬	Stilt Sandpiper	LC	-
0346	Calidris ferruginea	弯嘴滨鹬	Curlew Sandpiper	NT	-
0347	Calidris temminckii	青脚滨鹬	Temminck's Stint	LC	-
0348	Calidris subminuta	长趾滨鹬	Long-toed Stint	LC	-
0349	Calidris pygmaea	勺嘴鹬	Spoon-billed Sandpiper	CR	一级
0350	Calidris ruficollis	红颈滨鹬	Red-necked Stint	NT	-
0351	Calidris alba	三趾滨鹬	Sanderling	LC	-
0352	Calidris alpina	黑腹滨鹬	Dunlin	LC	-
0353	Calidris ptilocnemis	岩滨鹬	Rock Sandpiper	LC	-
0354	Calidris bairdii	黑腰滨鹬	Baird's Sandpiper		
0355	Calidris minuta	小滨鹬	Little Stint	LC	-
0356	Calidris fuscicollis	白腰滨鹬	White-rumped Sandpiper	LC	-
