	雀形目	PASSERIFORMES	鸫科	Turdidae (5:38)		
	0696#	Geokichla citrina	橙头地鸫	Orange-headed Thrush	LC	-
	0697#	Geokichla sibirica	白眉地鸫	Siberian Thrush	LC	-
	0700#	Zoothera aurea	怀氏虎鸫	White's Thrush	LC	-
	-	Zoothera dauma	虎斑地鸫	Scaly Thrush	LC	-
	0703#	Turdus dissimilis	黑胸鸫	Black-breasted Thrush	LC	-
	0706#	Turdus boulboul	灰翅鸫	Grey-winged Blackbird	LC	-
	雀形目	PASSERIFORMES	鹟科	Muscicapidae (24:105)		
	0778#	Copsychus saularis	鹊鸲	Oriental Magpie Robin	LC	-
	0728#	Muscicapa griseisticta	灰纹鹟	Grey-streaked Flycatcher	LC	-
	0729#	Muscicapa sibirica	乌鹟	Dark-sided Flycatcher	LC	-
	0730#	Muscicapa dauurica	北灰鹟	Asian Brown Flycatcher	LC	-
	0731#	Muscicapa muttui	褐胸鹟	Brown-breasted Flycatcher	LC	-
	0732#	Muscicapa ferruginea	棕尾褐鹟	Ferruginous Flycatcher	LC	-
	0753#	Cyornis hainanus	海南蓝仙鹟	Hainan Blue Flycatcher	LC	-
	0757#	Cyornis whitei	山蓝仙鹟	Hill Blue Flycatcher	LC	-
	-	Cyornis glaucicomans	中华仙鹟	Chinese Blue Flycatcher	LC	-
	0749#	Niltava davidi	棕腹大仙鹟	Fujian Niltava	LC	-
	0747#	Niltava grandis	大仙鹟	Large Niltava	LC	-
	0748#	Niltava macgrigoriae	小仙鹟	Small Niltava	LC	-
	0742#	Ficedula superciliaris	白眉蓝姬鹟	Ultramarine Flycatcher	LC	-
	0745#	Cyanoptila cyanomelana	白腹蓝鹟	Blue-and-white Flycatcher	LC	-
	-	Cyanoptila cumatilis	琉璃蓝鹟	Zappey's Flycatcher	NT	-
	0746#	Eumyias thalassinus	铜蓝鹟	Verditer Flycatcher	LC	-
	0724#	Brachypteryx leucophris	白喉短翅鸫	Lesser Shortwing	LC	-
	-	Brachypteryx sinensis	中华短翅鸫	Chinese Shortwing	NR	-
	0765#	Calliope calliope	红喉歌鸲	Siberian Rubythroat	LC	-
	0793#	Myiomela leucura	白尾蓝地鸲	White-tailed Robin	LC	-
	0773#	Tarsiger cyanurus	红胁蓝尾鸲	Orange-flanked Bluetail	LC	-
	0796#	Enicurus scouleri	小燕尾	Little Forktail	LC	-
	0798#	Enicurus schistaceus	灰背燕尾	Slaty-backed Forktail	LC	-
	0799#	Enicurus leschenaulti	白冠燕尾	White-crowned Forktail	LC	-
	0694#	Myophonus caeruleus	紫啸鸫	Blue Whistling Thrush	LC	-
	0733#	Ficedula zanthopygia	白眉姬鹟	Yellow-rumped Flycatcher	LC	-
	0734#	Ficedula narcissina	黄眉姬鹟	Narcissus Flycatcher	LC	-
	0735#	Ficedula mugimaki	鸲姬鹟	Mugimaki Flycatcher	LC	-
	0737#	Ficedula strophiata	橙胸姬鹟	Rufous-gorgeted Flycatcher	LC	-
	0741#	Ficedula westermanni	小斑姬鹟	Little Pied Flycatcher	LC	-
	0743#	Ficedula tricolor	灰蓝姬鹟	Slaty-blue Flycatcher	LC	-
	0740#	Ficedula hyperythra	棕胸蓝姬鹟	Snowy-browed Flycatcher	LC	-
	0738#	Ficedula albicilla	红喉姬鹟	Taiga Flycatcher	LC	-
	0772#	Larvivora cyane	蓝歌鸲	Siberian Blue Robin	LC	-
	0787#	Phoenicurus auroreus	北红尾鸲	Daurian Redstart	LC	-
	0791#	Phoenicurus fuliginosus	红尾水鸲	Plumbeous Water Redstart	LC	-
	0790#	Phoenicurus leucocephalus	白顶溪鸲	White-capped Water Redstart	LC	-
	0693#	Monticola solitarius	蓝矶鸫	Blue Rock Thrush	LC	-
	0692#	Monticola rufiventris	栗腹矶鸫	Chestnut-bellied Rock Thrush	LC	-
	0804#	Saxicola maurus	黑喉石䳭	Siberian Stonechat	NR	-
	-	Saxicola stejnegeri	东亚石䳭	Stejneger's Stonechat	NR	-
