0001	0002	Branta	bernicla	黑雁	Brant	Goose	LC	-
0002	0008	Anser	caerulescens	雪雁	Snow	Goose	LC	-
0003	0009	Anser	anser	灰雁	Greylag	Goose	LC	-
0004	0010	Anser	cygnoides	鸿雁	Swan	Goose	VU	二级
0005	0011	Anser	fabalis	豆雁	Taiga	Bean	Goose	LC	-
0006	0012	Anser	serrirostris	短嘴豆雁	Tundra	Bean	Goose	NR	-
0007	0013	Anser	albifrons	白额雁	Greater	White-fronted	Goose	LC	二级
0008	0014	Anser	erythropus	小白额雁	Lesser	White-fronted	Goose	VU	二级
0009	0016	Cygnus	columbianus	小天鹅	Tundra	Swan	LC	二级
0010	0017	Cygnus	cygnus	大天鹅	Whooper	Swan	LC	二级
0011	0020	Tadorna	ferruginea	赤麻鸭	Ruddy	Shelduck	LC	-
0012	0023	Aix	galericulata	鸳鸯	Mandarin	Duck	LC	二级
0013	0027	Spatula	clypeata	琵嘴鸭	Northern	Shoveler	LC	-
0014	0028	Mareca	strepera	赤膀鸭	Gadwall	LC	-
0015	0029	Mareca	falcata	罗纹鸭	Falcated	Duck	NT	-
0016	0030	Mareca	penelope	赤颈鸭	Eurasian	Wigeon	LC	-
0017	0034	Anas	zonorhyncha	斑嘴鸭	Chinese	Spot-billed	Duck	LC	-
0018	0035	Anas	platyrhynchos	绿头鸭	Mallard	LC	-
0019	0036	Anas	acuta	针尾鸭	Northern	Pintail	LC	-
0020	0037	Anas	crecca	绿翅鸭	Eurasian	Teal	LC	-
0021	0042	Aythya	ferina	红头潜鸭	Common	Pochard	VU	-
0022	0046	Aythya	fuligula	凤头潜鸭	Tufted	Duck	LC	-
0023	0055	Bucephala	clangula	鹊鸭	Common	Goldeneye	LC	-
0024	0056	Mergellus	albellus	斑头秋沙鸭	Smew	LC	二级
0025	0057	Mergus	merganser	普通秋沙鸭	Common	Merganser	LC	-
0026	0059	Mergus	squamatus	中华秋沙鸭	Scaly-sided	Merganser	EN	一级
二	二	GALLIFORMES	鸡形目
2	2	Phasianidae	雉科
0027	0096	Syrmaticus	ellioti	白颈长尾雉	Elliot's	Pheasant	NT	一级
0028	0100	Phasianus	colchicus	雉鸡	Common	Pheasant	LC	-
0029	0107	Lophura	nycthemera	白鹇	Silver	Pheasant	LC	二级
0030	0113	Bambusicola	thoracicus	灰胸竹鸡	Chinese	Bamboo	Partridge	LC	-
0031	0122	Coturnix	japonica	鹌鹑	Japanese	Quail	NT	-
三	五	PODICIPEDIFORMES	䴙䴘目
3	8	Podicipedidae	䴙䴘科
0032	0148	Tachybaptus	ruficollis	小䴙䴘	Little	Grebe	LC	-
0033	0150	Podiceps	cristatus	凤头䴙䴘	Great	Crested	Grebe	LC	-
四	八	CICONIIFORMES	鹳形目
4	11	Ciconiidae	鹳科
0034	0159	Ciconia	nigra	黑鹳	Black	Stork	LC	一级
0035	0162	Ciconia	boyciana	东方白鹳	Oriental	Stork	EN	一级
五	九	PELECANIFORMES	鹈形目
5	12	Threskiornithidae	鹮科
0036	0168	Platalea	leucorodia	白琵鹭	Eurasian	Spoonbill	LC	二级

0037	0170	Botaurus	stellaris	大麻鳽	Great	Bittern	LC	-
0038	0179	Nycticorax	nycticorax	夜鹭	Black-crowned	Night	Heron	LC	-
0039	0183	Ardeola	bacchus	池鹭	Chinese	Pond	Heron	LC	-
0040	0185	Bubulcus	coromandus	牛背鹭	Eastern	Cattle	Egret	NR	-
0041	0186	Ardea	cinerea	苍鹭	Grey	Heron	LC	-
0042	0189	Ardea	alba	大白鹭	Great	Egret	LC	-
0043	0193	Egretta	garzetta	白鹭	Little	Egret	LC	-
六	一十	SULIFORMES	鲣鸟目
7	18	Phalacrocoracidae	鸬鹚科
